0.00127 	0.081579321 	-0.0022216196 	0
0.00381 	0.081090647 	-0.0066364635 	0
0.00635 	0.080117328 	-0.011001844 	0
0.00889 	0.078671467 	-0.015279463 	0
0.01143 	0.07674842 	-0.01940913 	0
0.01397 	0.074310474 	-0.023304747 	0
0.01651 	0.071332374 	-0.026868237 	0
0.01905 	0.067800411 	-0.029961924 	0
0.02159 	0.063757202 	-0.032451743 	0
0.02413 	0.058631072 	-0.034385954 	0
0.02921 	0.05093084 	-0.035294668 	0
0.03683 	0.042415816 	-0.033297252 	0
0.04445 	0.035237806 	-0.02963949 	0
0.05207 	0.029769207 	-0.025436471 	0
0.05969 	0.025783949 	-0.021047036 	0
0.06731 	0.023079701 	-0.016655439 	0
0.07493 	0.021420573 	-0.012275121 	0
0.08255 	0.019798942 	-0.0079439185 	0
0.09017 	0.015905498 	-0.0038680682 	0
0.09779 	0.006977583 	-0.00073564574 	0
