"Meta data			"
"Physical channel	 Start Time	 Sample Interval	 Sample Count"
"Channel 0 (PXI1Slot5/0)	-0.691630864	0.00001201	100000"
"Channel 1 (PXI1Slot5/1)	-0.691630864	0.00001201	100000"
"			"
"Data			"
"Channel 0 (PXI1Slot5/0)	 Channel 1 (PXI1Slot5/1)		"
"0.002636417	0.621284032		"
"0.002636417	0.620182003		"
"0.002636417	0.621559539		"
"-7.72555E-05	0.621008525		"
"-7.72555E-05	0.620457511		"
"0.003993254	0.621284032		"
"0.001957999	0.621559539		"
"0.002636417	0.622110554		"
"0.001279581	0.620733018		"
"0.000601163	0.621835047		"
"-0.004147765	0.620457511		"
"-0.00211251	0.621835047		"
"0.002636417	0.620733018		"
"0.001957999	0.621284032		"
"0.002636417	0.62348809		"
"-0.00211251	0.621008525		"
"0.001279581	0.621559539		"
"0.001279581	0.620733018		"
"0.003993254	0.62348809		"
"0.000601163	0.61852896		"
"0.000601163	0.621284032		"
"0.001279581	0.621835047		"
"0.001279581	0.617977946		"
"0.004671672	0.620182003		"
"0.000601163	0.622110554		"
"0.00535009	0.622661568		"
"0.000601163	0.620457511		"
"0.006706927	0.621835047		"
"-7.72555E-05	0.626518669		"
"0.002636417	0.620733018		"
"0.001279581	0.619906496		"
"0.001957999	0.621835047		"
"-0.001434092	0.623212583		"
"0.000601163	0.620733018		"
"0.001957999	0.618253453		"
"0.001279581	0.619079974		"
"-0.001434092	0.621284032		"
"-0.002790928	0.620457511		"
"0.001279581	0.620733018		"
"0.000601163	0.621008525		"
"0.001279581	0.620182003		"
"0.003314835	0.622110554		"
"0.003993254	0.622661568		"
"0.002636417	0.621008525		"
"0.002636417	0.619355482		"
"-7.72555E-05	0.621559539		"
"0.001279581	0.622110554		"
"0.001279581	0.620457511		"
"-0.002790928	0.622110554		"
"0.001279581	0.621008525		"
"0.001279581	0.620457511		"
"0.001957999	0.619630989		"
"0.002636417	0.620457511		"
"0.001279581	0.622661568		"
"-0.001434092	0.621559539		"
"0.003314835	0.621559539		"
"-0.001434092	0.621559539		"
"-0.001434092	0.621284032		"
"0.001279581	0.621835047		"
"-0.000755674	0.622386061		"
"-0.000755674	0.621008525		"
"-0.002790928	0.620457511		"
"-0.000755674	0.620733018		"
"0.000601163	0.622661568		"
"0.003314835	0.620457511		"
"-0.00211251	0.620182003		"
"0.003993254	0.620733018		"
"-0.000755674	0.622110554		"
"0.000601163	0.620457511		"
"0.002636417	0.619630989		"
"0.002636417	0.621835047		"
"-0.000755674	0.619355482		"
"-7.72555E-05	0.621835047		"
