0.00127 	0.19588258 	-0.0052963525 	0
0.00381 	0.19296836 	-0.015634534 	0
0.00635 	0.18713759 	-0.02530135 	0
0.00889 	0.17842756 	-0.033852608 	0
0.01143 	0.16711627 	-0.040922356 	0
0.01397 	0.15377228 	-0.046296018 	0
0.01651 	0.13884602 	-0.049977174 	0
0.01905 	0.12185666 	-0.051727694 	0
0.02159 	0.10095837 	-0.051659087 	0
0.02413 	0.057300247 	-0.036787483 	0
0.02921 	0.011709927 	-0.017686536 	0
0.03683 	0.0032098508 	-0.0095236276 	0
0.04445 	0.00062302531 	-0.0075473312 	0
0.05207 	1.0790741e-005 	-0.0057818049 	0
0.05969 	4.033859e-005 	-0.0044482349 	0
0.06731 	0.00014325863 	-0.0031760291 	0
0.07493 	0.00015576237 	-0.0019979217 	0
0.08255 	8.2114949e-005 	-0.00097190114 	0
0.09017 	-3.8732767e-005 	-0.00032783819 	0
0.09779 	-4.1190477e-005 	7.2542915e-005 	0
