0.00127 	0.19353677 	-0.0039839798 	0
0.00381 	0.19116872 	-0.011874632 	0
0.00635 	0.18635259 	-0.019521617 	0
0.00889 	0.17900025 	-0.026691526 	0
0.01143 	0.16909757 	-0.033102707 	0
0.01397 	0.1565971 	-0.038561244 	0
0.01651 	0.14138621 	-0.042755029 	0
0.01905 	0.12311786 	-0.044967139 	0
0.02159 	0.10090233 	-0.045258402 	0
0.02413 	0.056840583 	-0.032197601 	0
0.02921 	0.011477021 	-0.014584219 	0
0.03683 	0.0034353742 	-0.0064437439 	0
0.04445 	0.00079995271 	-0.0044100869 	0
0.05207 	0.00012644419 	-0.0027254194 	0
0.05969 	-2.1401895e-005 	-0.0017211602 	0
0.06731 	-5.0469253e-005 	-0.00098290853 	0
0.07493 	-5.6448226e-005 	-0.00046970753 	0
0.08255 	-5.9761707e-005 	-0.00013988004 	0
0.09017 	-6.7288747e-005 	1.2056687e-005 	0
0.09779 	-5.903253e-005 	4.0809679e-005 	0
