Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), -0.271291119989629, 0.000006, 100000
Channel 1 (PXI1Slot5/1), -0.271291119989629, 0.000006, 100000

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
-3.88282248738687, 7.4270291481194
-3.87058674858417, 7.43520504366876
-3.87058674858417, 7.43111709589408
-3.86378911591601, 7.42566649886118
-3.85427243018057, 7.43247974515231
-3.85835100978147, 7.42975444663586
-3.85563195671421, 7.43520504366876
-3.84883432404604, 7.43929299144344
-3.85971053631511, 7.43384239441053
-3.85971053631511, 7.42839179737763
-3.86107006284874, 7.43384239441053
-3.87058674858417, 7.44201828995989
-3.87874390778597, 7.43111709589408
-3.86922722205054, 7.4474688869928
-3.86107006284874, 7.43247974515231
-3.87330580165144, 7.43656769292699
-3.87330580165144, 7.43656769292699
-3.86378911591601, 7.43111709589408
-3.86650816898327, 7.44065564070167
-3.87330580165144, 7.4270291481194
-3.86514864244964, 7.43520504366876
-3.86650816898327, 7.43384239441053
-3.86514864244964, 7.42566649886118
-3.86650816898327, 7.43384239441053
-3.84203669137787, 7.44201828995989
-3.84475574444514, 7.44201828995989
-3.86786769551691, 7.43384239441053
-3.85835100978147, 7.42566649886118
-3.84067716484424, 7.44338093921812
-3.85699148324784, 7.43656769292699
-3.84067716484424, 7.45155683476747
-3.85019385057967, 7.43520504366876
-3.86242958938237, 7.43656769292699
-3.84475574444514, 7.43929299144344
-3.85699148324784, 7.43520504366876
-3.88418201392051, 7.43247974515231
-3.86922722205054, 7.43793034218521
-3.87738438125234, 7.43247974515231
-3.85835100978147, 7.44610623773457
-3.85699148324784, 7.44201828995989
-3.86514864244964, 7.43793034218521
-3.85291290364694, 7.43793034218521
-3.84883432404604, 7.44201828995989
-3.85563195671421, 7.44065564070167
-3.85019385057967, 7.43793034218521
-3.84475574444514, 7.44474358847634
-3.85019385057967, 7.44610623773457
-3.85563195671421, 7.44338093921812
-3.84475574444514, 7.43384239441053
-3.85155337711331, 7.44338093921812
-3.83795811177697, 7.44610623773457
-3.84611527097877, 7.44610623773457
-3.85699148324784, 7.44610623773457
-3.85155337711331, 7.43929299144344
-3.85427243018057, 7.44474358847634
-3.86242958938237, 7.44338093921812
-3.84203669137787, 7.44065564070167
-3.85835100978147, 7.43793034218521
-3.86242958938237, 7.44610623773457
-3.85291290364694, 7.43929299144344
-3.85427243018057, 7.4474688869928
-3.8474747975124, 7.44065564070167
-3.84475574444514, 7.44201828995989
-3.84883432404604, 7.44474358847634
-3.84203669137787, 7.44883153625102
-3.83795811177697, 7.43520504366876
-3.84067716484424, 7.44338093921812
-3.84475574444514, 7.44338093921812
-3.82164379337337, 7.44065564070167
-3.85427243018057, 7.44474358847634
-3.8433962179115, 7.44474358847634
-3.8474747975124, 7.44201828995989
-3.83659858524334, 7.44065564070167
-3.85155337711331, 7.44065564070167
-3.8352390587097, 7.44474358847634
-3.84611527097877, 7.44338093921812
-3.84067716484424, 7.44474358847634
-3.85971053631511, 7.4474688869928
-3.85427243018057, 7.45155683476747
-3.83795811177697, 7.44201828995989
-3.85835100978147, 7.44474358847634
-3.85155337711331, 7.44610623773457
-3.85699148324784, 7.44065564070167
-3.84883432404604, 7.44065564070167
-3.85563195671421, 7.4474688869928
-3.86107006284874, 7.44610623773457
-3.85835100978147, 7.44065564070167
-3.85971053631511, 7.44610623773457
-3.85155337711331, 7.4474688869928
-3.85699148324784, 7.4474688869928
-3.86378911591601, 7.4474688869928
-3.86378911591601, 7.44883153625102
-3.83795811177697, 7.44201828995989
-3.85835100978147, 7.44474358847634
-3.83795811177697, 7.44610623773457
-3.8352390587097, 7.44883153625102
-3.82844142604154, 7.4474688869928
-3.8352390587097, 7.45019418550925
-3.8311604791088, 7.43929299144344
-3.84203669137787, 7.44474358847634
-3.83659858524334, 7.45019418550925
-3.83659858524334, 7.43793034218521
-3.84203669137787, 7.4474688869928
-3.84611527097877, 7.44338093921812
-3.84883432404604, 7.44474358847634
-3.84883432404604, 7.44883153625102
-3.86378911591601, 7.44474358847634
-3.85835100978147, 7.44065564070167
-3.83659858524334, 7.44201828995989
-3.85563195671421, 7.43793034218521
-3.83387953217607, 7.44474358847634
-3.85019385057967, 7.4529194840257
-3.84611527097877, 7.45155683476747
-3.85427243018057, 7.44883153625102
-3.8393176383106, 7.44474358847634
-3.85427243018057, 7.43384239441053
-3.85291290364694, 7.44338093921812
-3.84883432404604, 7.44338093921812
-3.85291290364694, 7.44201828995989
-3.85155337711331, 7.45019418550925
-3.84067716484424, 7.43656769292699
-3.84067716484424, 7.44474358847634
-3.8311604791088, 7.44610623773457
-3.84203669137787, 7.45428213328393
-3.85835100978147, 7.45019418550925
-3.86514864244964, 7.44610623773457
-3.86514864244964, 7.4474688869928
-3.8474747975124, 7.44201828995989
-3.85155337711331, 7.44474358847634
-3.85427243018057, 7.44065564070167
-3.85291290364694, 7.44065564070167
-3.86378911591601, 7.44065564070167
-3.8474747975124, 7.44201828995989
-3.87466532818507, 7.45155683476747
-3.87330580165144, 7.44610623773457
-3.85155337711331, 7.44065564070167
-3.85019385057967, 7.43929299144344
-3.86514864244964, 7.45564478254215
-3.86922722205054, 7.4474688869928
-3.85699148324784, 7.43793034218521
-3.86786769551691, 7.45019418550925
-3.87330580165144, 7.43793034218521
-3.8474747975124, 7.44474358847634
-3.87874390778597, 7.44883153625102
-3.87058674858417, 7.4474688869928
-3.86107006284874, 7.44474358847634
-3.86922722205054, 7.45428213328393
-3.86786769551691, 7.44610623773457
-3.86242958938237, 7.44474358847634
-3.86650816898327, 7.44338093921812
-3.87330580165144, 7.4474688869928
-3.86514864244964, 7.43929299144344
-3.87466532818507, 7.45019418550925
-3.86514864244964, 7.4474688869928
-3.86514864244964, 7.43929299144344
-3.86650816898327, 7.45019418550925
-3.87466532818507, 7.44474358847634
-3.87738438125234, 7.44338093921812
-3.87330580165144, 7.44474358847634
-3.88010343431961, 7.4474688869928
-3.88418201392051, 7.4529194840257
-3.88962012005504, 7.44338093921812
-3.88826059352141, 7.44201828995989
-3.88962012005504, 7.42975444663586
-3.88962012005504, 7.45155683476747
-3.89097964658868, 7.44338093921812
-3.90593443845864, 7.45155683476747
-3.89913680579048, 7.43929299144344
-3.90185585885774, 7.44474358847634
-3.89097964658868, 7.44610623773457
-3.87602485471871, 7.44201828995989
-3.86922722205054, 7.44474358847634
-3.87058674858417, 7.44610623773457
-3.88962012005504, 7.45428213328393
-3.88418201392051, 7.44883153625102
-3.86650816898327, 7.44610623773457
-3.89641775272321, 7.44065564070167
-3.89777727925684, 7.44883153625102
-3.87058674858417, 7.44338093921812
-3.85971053631511, 7.44610623773457
-3.88826059352141, 7.4474688869928
-3.87738438125234, 7.45019418550925
-3.86786769551691, 7.45155683476747
-3.88826059352141, 7.4529194840257
-3.89233917312231, 7.4474688869928
-3.87738438125234, 7.44474358847634
-3.88962012005504, 7.44201828995989
-3.89233917312231, 7.45019418550925
-3.89369869965594, 7.44201828995989
-3.91137254459318, 7.4529194840257
-3.90865349152591, 7.43929299144344
-3.91001301805954, 7.43929299144344
-3.91001301805954, 7.44883153625102
-3.91001301805954, 7.45019418550925
-3.91001301805954, 7.44338093921812
-3.91409159766044, 7.4474688869928
-3.91681065072771, 7.44474358847634
-3.90457491192501, 7.45019418550925
-3.90185585885774, 7.43656769292699
-3.90049633232411, 7.44883153625102
-3.90865349152591, 7.45019418550925
-3.90049633232411, 7.44201828995989
-3.87194627511781, 7.44883153625102
-3.89913680579048, 7.4474688869928
-3.90593443845864, 7.45155683476747
-3.93856307526585, 7.44610623773457
-3.91817017726135, 7.4474688869928
-3.92632733646315, 7.4474688869928
-3.92768686299678, 7.45564478254215
-3.91545112419408, 7.45019418550925
-3.91681065072771, 7.44338093921812
-3.92224875686225, 7.44610623773457
-3.92496780992951, 7.4529194840257
-3.93448449566495, 7.44883153625102
-3.92496780992951, 7.45700743180038
-3.90049633232411, 7.44474358847634
-3.90729396499228, 7.44201828995989
-3.93992260179948, 7.45973273031683
-3.92360828339588, 7.44883153625102
-3.93040591606405, 7.44883153625102
-3.93176544259768, 7.44610623773457
-3.91001301805954, 7.44201828995989
-3.93856307526585, 7.44201828995989
-3.93312496913131, 7.44338093921812
-3.93040591606405, 7.43656769292699
-3.90865349152591, 7.45155683476747
-3.93312496913131, 7.4474688869928
-3.94264165486675, 7.44065564070167
-3.93856307526585, 7.4474688869928
-3.93584402219858, 7.44338093921812
-3.94264165486675, 7.45019418550925
-3.93992260179948, 7.44201828995989
-3.93856307526585, 7.44338093921812
-3.94807976100128, 7.45019418550925
-3.93856307526585, 7.44474358847634
-3.94536070793401, 7.44883153625102
-3.93856307526585, 7.44338093921812
-3.94943928753491, 7.44474358847634
