 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,7.01916e-05,-9.28529e-06,0.000494794,-7.11875e-05,2.45142e-05,-5.91052e-06,2.48778e-05,-7.15512e-05,-1.50935,0.00250199,41,29,-0.0012306,-0.000228374,6.98864,-3.31763,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,8.4751e-05,6.59209e-05,-0.000335133,-9.88925e-05,-3.24732e-06,-2.41976e-05,2.52602e-06,-0.000104666,-1.33658,0.00234734,48,29,0.00348247,-0.00382946,6.93576,-3.23251,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-1.68471e-05,1.94811e-05,-0.000421332,-0.000127687,-3.17629e-05,-3.95935e-05,-1.75317e-05,-0.000141918,-1.22574,0.00245329,55,29,0.00185943,-0.00316886,6.87155,-3.15156,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,-8.25272e-05,-6.30159e-05,-0.00017844,-0.000157207,-6.07065e-05,-5.22003e-05,-3.78726e-05,-0.000180041,-1.15845,0.00250262,62,29,-0.000772104,-0.00148434,6.8039,-3.06507,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-0.000109642,-0.000156635,5.61169e-05,-0.000187065,-8.97227e-05,-6.21564e-05,-5.94488e-05,-0.000217338,-1.11755,0.00251856,69,29,-0.00255157,0.000995844,6.73863,-2.97544,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-0.000158033,-0.000142051,8.73429e-05,-0.000216844,-0.000118434,-6.9635e-05,-8.23741e-05,-0.000252904,-1.09297,0.00253453,76,29,-0.00371148,0.000315269,6.6545,-2.88495,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.000206762,-0.000115978,0.000277598,-0.00024609,-0.000146452,-7.48416e-05,-0.000106365,-0.000286178,-1.07905,0.00255553,83,29,-0.00570176,1.10961e-05,6.5499,-2.78408,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.000133847,7.38242e-05,4.8662e-05,-3.56757e-05,6.86981e-06,1.58249e-05,1.21104e-05,-4.09164e-05,1.251,0.0026266,41,36,0.00250573,0.00161683,6.96178,-3.63127,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,3.476e-05,8.22348e-05,-0.000364277,-6.56494e-05,-1.9029e-05,-5.32472e-06,-1.84286e-05,-6.62498e-05,-1.45851,0.00222111,48,36,0.002644,-0.00212463,6.91092,-3.54123,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,-5.05852e-05,-7.72124e-06,-0.00030923,-9.68192e-05,-4.49349e-05,-2.37923e-05,-3.56767e-05,-0.000106077,-1.1997,0.00229886,55,36,0.000590999,-0.00156585,6.85699,-3.4581,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,-6.96163e-05,-0.000103044,-0.000103944,-0.000128755,-7.05945e-05,-3.96919e-05,-5.04701e-05,-0.00014888,-1.10155,0.00227937,62,36,-0.000880854,0.00061971,6.79995,-3.37322,6.80199,-3.3772
0.354932,3.89602,-0.00604988,-9.49076e-05,-0.000137585,8.85559e-05,-0.000161007,-9.57375e-05,-5.31621e-05,-6.59925e-05,-0.000190752,-1.06068,0.00219124,69,36,-0.0023954,0.0026331,6.73752,-3.28793,6.73895,-3.29079
0.697311,3.89739,-0.00619977,-0.000176848,-0.0001,0.000167412,-0.000193103,-0.000120081,-6.43634e-05,-8.2594e-05,-0.00023059,-1.0434,0.00218743,76,36,-0.00448912,0.00175015,6.65385,-3.19482,6.65648,-3.19673
