 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,-0.0026158,-0.236368,-0.0349762,-0.000439812,0.0243603,-0.00836903,0.0269203,-0.00299977,-1.27395,0.00739866,41,29,0.164169,5.09771,6.73563,1.61311,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,-0.0042335,-0.235291,-0.0346444,1.23136e-06,0.0233405,-0.00645129,0.0250051,-0.00166328,-1.31829,0.00691998,48,29,0.128194,5.0805,6.65546,1.66413,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-0.00518537,-0.234432,-0.0335359,0.000347967,0.0225247,-0.00452646,0.023413,-0.000540338,-1.37701,0.00682108,55,29,0.10168,5.06587,6.57998,1.71704,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,-0.00561828,-0.233963,-0.0324525,0.000593206,0.0219174,-0.00259046,0.0222276,0.000283028,-1.45163,0.00674886,62,29,0.0859375,5.05548,6.50877,1.78839,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-0.00560956,-0.234041,-0.0318693,0.000730546,0.0215223,-0.000639154,0.0215419,0.000710917,-1.54009,0.00681687,69,29,0.0819385,5.05432,6.44525,1.87856,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-0.00568604,-0.234508,-0.0319296,0.000754518,0.0213421,0.00133185,0.0214279,0.000668716,1.50646,0.00725094,76,29,0.0796611,5.06225,6.35912,1.97942,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.00636212,-0.234973,-0.0323096,0.000660704,0.0213784,0.00332736,0.0218996,0.00013943,1.4154,0.0076866,83,29,0.0668306,5.07304,6.23776,2.08955,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.00440365,-0.247798,-0.0443015,-0.0104878,0.0421584,-0.00735908,0.0431678,-0.0114971,-1.43449,0.00891503,41,36,0.35888,5.35598,6.80009,1.55119,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,0.00032794,-0.244682,-0.042509,-0.0102389,0.0414498,-0.00562461,0.0420548,-0.0108439,-1.46365,0.00761936,48,36,0.264433,5.29277,6.67996,1.56063,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,-0.00264231,-0.242661,-0.040803,-0.0100582,0.0408961,-0.00388266,0.0411903,-0.0103523,-1.49518,0.00757459,55,36,0.193214,5.25373,6.57594,1.58726,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,-0.00432878,-0.24157,-0.0392464,-0.00995173,0.0405006,-0.00212901,0.0405903,-0.0100414,-1.5287,0.00738747,62,36,0.149096,5.22859,6.49168,1.6436,6.80199,-3.3772
0.354932,3.89602,-0.00604988,-0.00512084,-0.241438,-0.0381429,-0.00992509,0.0402658,-0.000359372,0.0402684,-0.00992766,-1.56364,0.00726298,69,36,0.12579,5.2221,6.41777,1.72605,6.73895,-3.29079
0.697311,3.89739,-0.00619977,-0.00648715,-0.242678,-0.0387717,-0.00998303,0.0401935,0.00143072,0.0402342,-0.0100238,1.54231,0.00779511,76,36,0.100084,5.24741,6.30309,1.84644,6.65648,-3.19673
1.03984,3.89854,-0.00540446,-0.00940348,-0.244714,-0.0404276,-0.0101296,0.0402845,0.00324605,0.0404926,-0.0103377,1.50676,0.00852482,83,36,0.0481566,5.29387,6.15314,1.98697,6.57578,-3.09693
-1.01778,3.56343,-0.00670129,0.0161047,-0.265782,-0.0527828,-0.0199238,0.0591733,-0.00625799,0.0596653,-0.0204158,-1.49233,0.0101789,41,43,0.645424,5.75978,6.96129,1.62079,6.92989,-3.93282
-0.67495,3.56498,-0.00659257,0.00883915,-0.259971,-0.0506723,-0.0198489,0.0587412,-0.00472573,0.0590244,-0.0201321,-1.51095,0.0084052,48,43,0.483597,5.63241,6.77842,1.58069,6.88416,-3.84558
