 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,0.00372832,-0.0853226,-0.0405325,0.000830494,0.0081853,-0.00332052,0.0094626,-0.00044681,-1.20357,0.00729549,41,29,0.305228,1.88385,6.83399,-1.49963,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,0.00320557,-0.0857948,-0.0398149,0.000865921,0.0083235,-0.00272289,0.00921186,-2.24304e-05,-1.25543,0.00676644,48,29,0.289707,1.89233,6.77794,-1.40883,6.936,-3.23457
-0.329216,4.21912,-0.00980428,0.00302682,-0.0857496,-0.0390686,0.000850158,0.00854706,-0.00211354,0.00908924,0.00030798,-1.31968,0.00664225,55,29,0.281016,1.88906,6.71585,-1.33078,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,0.00314787,-0.0854637,-0.0387574,0.000780731,0.00885578,-0.00149151,0.00912246,0.000514049,-1.39387,0.00658745,62,29,0.280804,1.88373,6.65145,-1.25345,6.80666,-3.06968
0.355915,4.22232,-0.00960574,0.0034643,-0.0852539,-0.0388805,0.000655568,0.00924926,-0.000855705,0.00933363,0.000571191,-1.47251,0.00664021,69,29,0.28693,1.88187,6.5902,-1.17164,6.74059,-2.98082
0.698255,4.22383,-0.00984672,0.00356953,-0.0852011,-0.0396166,0.000473096,0.0097268,-0.000204861,0.00973133,0.000468563,-1.54867,0.00699219,76,29,0.291934,1.88055,6.50383,-1.08046,6.65727,-2.89029
1.0402,4.22511,-0.0112685,0.00339885,-0.0850307,-0.0395032,0.00023233,0.0102873,0.000462515,0.0103086,0.0002111,1.52493,0.00725761,83,29,0.286807,1.87671,6.39535,-0.982535,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.00566382,-0.089102,-0.0460897,-0.00180935,0.012671,-0.00286845,0.0132185,-0.00235687,-1.38219,0.00791695,41,36,0.374973,1.96585,6.81628,-1.71855,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,0.00454951,-0.0890489,-0.0448979,-0.00188681,0.0129256,-0.00234762,0.0132888,-0.00224998,-1.41732,0.00666843,48,36,0.344674,1.9649,6.75284,-1.63875,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,0.00390668,-0.088643,-0.0436609,-0.00200219,0.0132476,-0.00181206,0.01346,-0.00221455,-1.45414,0.00659571,55,36,0.323771,1.95672,6.69326,-1.57186,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,0.00387495,-0.0883104,-0.0429087,-0.00215701,0.0136364,-0.00126079,0.0137364,-0.00225702,-1.49163,0.00652361,62,36,0.317967,1.94883,6.63797,-1.49699,6.80199,-3.3772
0.354932,3.89602,-0.00604988,0.00419997,-0.0881704,-0.0426604,-0.00235246,0.0140913,-0.000692766,0.0141204,-0.0023816,-1.52877,0.00657898,69,36,0.322172,1.94502,6.58184,-1.41379,6.73895,-3.29079
0.697311,3.89739,-0.00619977,0.00410696,-0.088404,-0.0432336,-0.00258936,0.0146115,-0.000106853,0.0146122,-0.00259002,-1.56458,0.00701129,76,36,0.322233,1.95116,6.4932,-1.31513,6.65648,-3.19673
1.03984,3.89854,-0.00540446,0.00323672,-0.0888583,-0.0433664,-0.00286804,0.0151958,0.00049825,0.0152095,-0.00288177,1.54324,0.007289,83,36,0.304085,1.9612,6.39313,-1.20691,6.57578,-3.09693
-1.01778,3.56343,-0.00670129,0.00875094,-0.0945457,-0.0508166,-0.00430326,0.0168467,-0.00237425,0.01711,-0.00456651,-1.46037,0.00848102,41,43,0.464003,2.08715,6.82364,-1.906,6.92989,-3.93282
-0.67495,3.56498,-0.00659257,0.00689633,-0.0933981,-0.0497873,-0.00448067,0.0172009,-0.0019395,0.017373,-0.0046528,-1.48228,0.00686713,48,43,0.419226,2.06271,6.74481,-1.84682,6.88416,-3.84558
-0.332005,3.56659,-0.00569489,0.00547533,-0.0926596,-0.0482381,-0.00468298,0.0176041,-0.00148862,0.0177031,-0.00478197,-1.5044,0.00696086,55,43,0.380636,2.04837,6.67802,-1.78724,6.8386,-3.76381
0.0108772,3.56798,-0.00468418,0.00474935,-0.092293,-0.0471022,-0.00491083,0.0180559,-0.00102049,0.0181012,-0.00495608,-1.52648,0.00702359,62,43,0.358492,2.03846,6.6156,-1.70671,6.78568,-3.67376
0.353658,3.56936,-0.00369828,0.0044162,-0.0924434,-0.0468802,-0.00516465,0.0185555,-0.000533996,0.0185675,-0.00517666,-1.5483,0.00718822,69,43,0.349321,2.04076,6.54728,-1.61465,6.72401,-3.58434
0.695971,3.57076,-0.00416309,0.003313,-0.093321,-0.0476978,-0.00544458,0.0191018,-2.79482e-05,0.0191018,-0.00544462,-1.56966,0.00760464,76,43,0.330011,2.06243,6.43332,-1.50695,6.63806,-3.4929
1.03868,3.57217,-0.00273472,0.00139053,-0.0945425,-0.0480239,-0.00575047,0.0196937,0.000498935,0.0197035,-0.00576025,1.5512,0.0078473,83,43,0.291333,2.08883,6.31777,-1.39728,6.56431,-3.40754
-1.01932,3.23705,-0.00518092,0.0129263,-0.101748,-0.0551683,-0.00654771,0.0206263,-0.00186309,0.0207535,-0.00667486,-1.50266,0.00851433,41,50,0.573521,2.25374,6.86054,-2.05595,6.90626,-4.22913
-0.676468,3.23864,-0.00505512,0.0102922,-0.0994828,-0.0545362,-0.00680897,0.0210561,-0.00151774,0.0211385,-0.00689139,-1.51654,0.00713783,48,50,0.514705,2.20285,6.76359,-2.02047,6.86068,-4.14585
-0.333636,3.24021,-0.00465196,0.00800532,-0.0983576,-0.0532334,-0.00708254,0.0215176,-0.00115618,0.0215643,-0.0071292,-1.53046,0.00751202,55,50,0.459634,2.18277,6.67229,-1.96993,6.80963,-4.06295
0.00920848,3.24153,-0.00385367,0.00595436,-0.0982385,-0.052245,-0.00736836,0.0220102,-0.000777113,0.0220307,-0.0073889,-1.54437,0.00798111,62,50,0.411161,2.18082,6.57976,-1.88605,6.7543,-3.97179
0.352164,3.24288,-0.00225852,0.00398257,-0.0989095,-0.0523484,-0.0076662,0.022533,-0.000379275,0.0225377,-0.00767096,-1.55824,0.00824741,69,50,0.370131,2.19174,6.48283,-1.78279,6.69921,-3.88456
0.694616,3.24448,-0.00223742,0.00126807,-0.100527,-0.0532044,-0.00797568,0.023085,3.86437e-05,0.0230851,-0.00797573,1.56955,0.00833713,76,50,0.317975,2.22463,6.3412,-1.66768,6.61859,-3.80491
1.03703,3.24621,-0.00199656,-0.00169279,-0.102502,-0.0532589,-0.0082962,0.0236654,0.000478009,0.0236725,-0.00830334,1.55585,0.00832168,83,50,0.25654,2.264,6.19324,-1.55305,6.53198,-3.732
-1.02065,2.91062,-0.00293941,0.0171258,-0.110205,-0.0600383,-0.00849842,0.0239544,-0.00137138,0.0240122,-0.00855627,-1.52864,0.0085218,41,57,0.686402,2.44439,6.90281,-2.17804,6.89052,-4.52705
-0.677847,2.91233,-0.00305171,0.0136997,-0.107577,-0.0599554,-0.00882389,0.024433,-0.00111199,0.0244702,-0.00886103,-1.53741,0.00747154,48,57,0.614191,2.38397,6.78386,-2.15338,6.84232,-4.44998
-0.335197,2.91389,-0.00340866,0.0104111,-0.106374,-0.0586256,-0.00914967,0.0249272,-0.000837387,0.0249478,-0.00917023,-1.54624,0.00803052,55,57,0.538404,2.36277,6.6639,-2.10563,6.78289,-4.36723
0.00759839,2.91526,-0.00285868,0.00668718,-0.106229,-0.0580214,-0.00947511,0.0254363,-0.000546078,0.0254448,-0.00948365,-1.55516,0.00866239,62,57,0.457701,2.36248,6.5325,-2.02757,6.72481,-4.27942
0.350744,2.9167,-0.000589742,0.00280294,-0.107305,-0.0583496,-0.00979953,0.0259594,-0.000236613,0.025961,-0.0098011,-1.56418,0.00879837,69,57,0.3787,2.38279,6.40287,-1.9245,6.67706,-4.19972
0.693335,2.91857,-8.23735e-05,-0.00133515,-0.109464,-0.0592256,-0.0101221,0.0264958,9.24734e-05,0.0264961,-0.0101224,1.56827,0.00865416,76,57,0.297436,2.42538,6.23759,-1.81154,6.60179,-4.13462
1.03568,2.91994,-0.000179301,-0.00544064,-0.112119,-0.059166,-0.010442,0.0270445,0.000442676,0.0270497,-0.0104473,1.55899,0.00845874,83,57,0.211881,2.47651,6.06312,-1.6674,6.51129,-4.04817
-1.02205,2.58432,-0.00104465,0.0201363,-0.119583,-0.064781,-0.010164,0.026811,-0.000921381,0.026834,-0.0101869,-1.5459,0.00815466,41,64,0.774295,2.64613,6.91768,-2.28028,6.87106,-4.83126
