File:    C:\exports\T804.txt
Created: Friday, April 28, 2017 12:54:49 PM
Header time format: Absolute
Time of first sample: 118 12:53:47.693618299
Title:   T804

Time	Vel 1 Sense	SG3 TBar Axial	Thermocouple	Flash Trigger	TBar Poisson	IR 1	Gun Fire 24V	Vel 2 Sense	SG2 IBar	Photron Exp Out 1	Photron Exp Out 2	IR 2	Ev C1_01	Ev C1_08
s	V	V	V	V	V		V	V	V					
0.0022165	4.87878	-0.036026	-2.86057E-005	4.97423	-0.0265389	0	23.8864	4.89123	0.00638251	0	0	0	0	0
0.002217	4.87708	-0.0360226	-2.86057E-005	4.98172	-0.0264572	0	23.8864	4.88953	0.00638585	0	0	0	0	0
0.0022175	4.87674	-0.0359722	-2.86057E-005	4.97628	-0.0265967	0	23.8864	4.88885	0.00636912	0	0	0	0	0
0.002218	4.87708	-0.0360092	-2.86057E-005	4.97559	-0.0265967	0	23.8881	4.88919	0.00638251	0	0	0	0	0
0.0022185	4.8781	-0.0359049	-2.86057E-005	4.96947	-0.0265253	0	23.8881	4.88919	0.00634234	0	0	0	0	0
0.002219	4.87878	-0.0359789	-2.86057E-005	4.979	-0.0265763	0	23.8864	4.88953	0.00635908	0	0	0	0	0
0.0022195	4.87708	-0.0360024	-2.86057E-005	4.97355	-0.0265899	0	23.883	4.89055	0.00630218	0	0	0	0	0
0.00222	4.88014	-0.0359284	-2.86057E-005	4.97832	-0.0265729	0	23.8813	4.88817	0.00638251	0	0	0	0	0
0.0022205	4.87776	-0.0359957	-2.52591E-005	4.9824	-0.0265627	0	23.8813	4.89021	0.00630218	0	0	0	0	0
0.002221	4.87742	-0.0358679	-2.52591E-005	4.97491	-0.0265491	0	23.883	4.88885	0.00631222	0	0	0	0	0
0.0022215	4.87878	-0.0359856	-2.52591E-005	4.96947	-0.0264844	0	23.883	4.88987	0.00639924	0	0	0	0	0
0.002222	4.87912	-0.0359991	-2.19124E-005	4.98104	-0.0264776	0	23.8847	4.88647	0.00635239	0	0	0	0	0
0.0022225	4.87844	-0.0359553	-1.85657E-005	4.97628	-0.0265151	0	23.883	4.88647	0.00628879	0	0	0	0	0
0.002223	4.87776	-0.0359318	-1.85657E-005	4.97491	-0.0265423	0	23.8813	4.89191	0.00635573	0	0	0	0	0
0.0022235	4.87742	-0.0359621	-1.5219E-005	4.97423	-0.0265627	0	23.883	4.88715	0.00635239	0	0	0	0	0
0.002224	4.87607	-0.035989	-1.18724E-005	4.97083	-0.0265185	0	23.8948	4.88783	0.00629214	0	0	0	0	0
0.0022245	4.87573	-0.0359688	-1.18724E-005	4.97696	-0.0265865	0	23.9167	4.88715	0.00632896	0	0	0	0	0
0.002225	4.87776	-0.0359789	-1.18724E-005	4.97628	-0.0265151	0	23.9386	4.88885	0.00633565	0	0	0	0	0
0.0022255	4.87946	-0.0359419	-8.52568E-006	4.97083	-0.0265593	0	23.9504	4.88715	0.00636243	0	0	0	0	0
0.002226	4.8781	-0.0359116	-8.52568E-006	4.97287	-0.0265287	0	23.9521	4.88851	0.006339	0	0	0	0	0
0.0022265	4.87912	-0.0359755	-8.52568E-006	4.97287	-0.0265797	0	23.9487	4.88851	0.00631557	0	0	0	0	0
0.002227	4.87946	-0.0360562	-8.52568E-006	4.97491	-0.0265763	0	23.9437	4.88817	0.0063323	0	0	0	0	0
0.0022275	4.8781	-0.0359688	-8.52568E-006	4.97355	-0.0265559	0	23.9386	4.88579	0.00628545	0	0	0	0	0
0.002228	4.87878	-0.035989	-1.18724E-005	4.97355	-0.0265014	0	23.9353	4.88885	0.00626871	0	0	0	0	0
0.0022285	4.87946	-0.0359284	-1.18724E-005	4.96674	-0.0265321	0	23.9285	4.88953	0.00619843	0	0	0	0	0
0.002229	4.87844	-0.0359789	-1.18724E-005	4.97287	-0.0265253	0	23.9201	4.88953	0.00614488	0	0	0	0	0
0.0022295	4.87946	-0.035989	-1.18724E-005	4.96674	-0.0265219	0	23.9117	4.89021	0.00614822	0	0	0	0	0
0.00223	4.87742	-0.0359621	-1.18724E-005	4.97968	-0.0265831	0	23.9049	4.88953	0.00615157	0	0	0	0	0
0.0022305	4.87742	-0.0360495	-1.18724E-005	4.97083	-0.0265865	0	23.8999	4.88783	0.00606455	0	0	0	0	0
0.002231	4.87573	-0.0359688	-1.18724E-005	4.97219	-0.0264742	0	23.8982	4.88851	0.00615492	0	0	0	0	0
0.0022315	4.87708	-0.0359789	-1.5219E-005	4.97083	-0.0264606	0	23.8982	4.89089	0.0060612	0	0	0	0	0
0.002232	4.87776	-0.0359621	-1.5219E-005	4.97764	-0.0264572	0	23.8982	4.89225	0.00605451	0	0	0	0	0
0.0022325	4.87674	-0.0359621	-1.5219E-005	4.9681	-0.0265389	0	23.8965	4.88817	0.00605116	0	0	0	0	0
0.002233	4.87573	-0.0360092	-1.85657E-005	4.98377	-0.0264776	0	23.8931	4.88783	0.0060679	0	0	0	0	0
0.0022335	4.87878	-0.0359722	-1.85657E-005	4.97423	-0.0265491	0	23.8914	4.88885	0.00598423	0	0	0	0	0
0.002234	4.87437	-0.0360495	-2.19124E-005	4.97968	-0.0264912	0	23.8914	4.89021	0.00604447	0	0	0	0	0
0.0022345	4.87674	-0.0360125	-2.19124E-005	4.979	-0.0264742	0	23.8931	4.88919	0.00604447	0	0	0	0	0
0.002235	4.87776	-0.0359789	-2.52591E-005	4.97287	-0.026481	0	23.8931	4.88579	0.00601769	0	0	0	0	0
0.0022355	4.87878	-0.0359923	-2.52591E-005	4.97696	-0.0264572	0	23.8914	4.89157	0.00599761	0	0	0	0	0
0.002236	4.8798	-0.0360125	-2.86057E-005	4.97219	-0.026498	0	23.8881	4.88817	0.00594741	0	0	0	0	0
0.0022365	4.88149	-0.0360024	-2.86057E-005	4.97355	-0.0264504	0	23.8864	4.88919	0.00593402	0	0	0	0	0
0.002237	4.87844	-0.0360596	-2.86057E-005	4.98172	-0.0265151	0	23.8847	4.88885	0.00591394	0	0	0	0	0
0.0022375	4.87369	-0.0359856	-2.86057E-005	4.97968	-0.0264266	0	23.8864	4.89021	0.00593402	0	0	0	0	0
0.002238	4.8781	-0.035989	-3.19524E-005	4.9681	-0.0265117	0	23.8897	4.88953	0.00587043	0	0	0	0	0
0.0022385	4.87844	-0.036073	-3.19524E-005	4.97628	-0.0265321	0	23.8931	4.89157	0.00593402	0	0	0	0	0
0.002239	4.88217	-0.0360529	-3.19524E-005	4.9824	-0.0264096	0	23.8982	4.89021	0.00589386	0	0	0	0	0
0.0022395	4.8798	-0.036073	-3.52991E-005	4.97968	-0.026498	0	23.91	4.88919	0.00579345	0	0	0	0	0
0.00224	4.87742	-0.0360529	-3.52991E-005	4.97491	-0.0265933	0	23.9285	4.89225	0.00574659	0	0	0	0	0
0.0022405	4.87878	-0.0359991	-3.52991E-005	4.97559	-0.0265321	0	23.9454	4.88817	0.00582023	0	0	0	0	0
0.002241	4.87708	-0.0360966	-3.86458E-005	4.96947	-0.0264946	0	23.9555	4.88919	0.00580349	0	0	0	0	0
0.0022415	4.8798	-0.0360125	-3.86458E-005	4.96947	-0.0264776	0	23.9555	4.89089	0.0057968	0	0	0	0	0
0.002242	4.87776	-0.0360192	-3.86458E-005	4.97764	-0.0264912	0	23.9487	4.88987	0.00574659	0	0	0	0	0
0.0022425	4.87878	-0.0361067	-3.86458E-005	4.97764	-0.0263926	0	23.9403	4.89259	0.00574325	0	0	0	0	0
0.002243	4.87878	-0.0360428	-4.19924E-005	4.97287	-0.0264844	0	23.9319	4.89123	0.00573655	0	0	0	0	0
0.0022435	4.87946	-0.0360932	-4.19924E-005	4.97832	-0.0264708	0	23.9251	4.89055	0.00574659	0	0	0	0	0
0.002244	4.87708	-0.0361302	-4.19924E-005	4.96402	-0.0265525	0	23.9201	4.88783	0.00571313	0	0	0	0	0
0.0022445	4.87674	-0.0360394	-4.19924E-005	4.97696	-0.0265117	0	23.915	4.88919	0.00574325	0	0	0	0	0
0.002245	4.87912	-0.0360461	-4.19924E-005	4.97219	-0.0264844	0	23.9083	4.88885	0.00573655	0	0	0	0	0
0.0022455	4.8798	-0.036063	-4.19924E-005	4.97287	-0.0265253	0	23.9015	4.89123	0.00564619	0	0	0	0	0
0.002246	4.87878	-0.0361134	-4.53391E-005	4.97355	-0.0265253	0	23.8931	4.89191	0.00567966	0	0	0	0	0
0.0022465	4.87912	-0.0360697	-4.53391E-005	4.97559	-0.0265083	0	23.8881	4.89123	0.00565957	0	0	0	0	0
0.002247	4.87878	-0.0360966	-4.53391E-005	4.97151	-0.0264776	0	23.8864	4.88987	0.00566292	0	0	0	0	0
0.0022475	4.87776	-0.036073	-4.53391E-005	4.9681	-0.0265083	0	23.8881	4.89055	0.00567296	0	0	0	0	0
0.002248	4.87674	-0.0360562	-4.53391E-005	4.97219	-0.0264776	0	23.8897	4.88987	0.00570308	0	0	0	0	0
0.0022485	4.87878	-0.0360529	-4.53391E-005	4.98104	-0.0264708	0	23.8897	4.89157	0.00574659	0	0	0	0	0
0.002249	4.87878	-0.0360596	-4.86858E-005	4.98036	-0.0264946	0	23.8881	4.89225	0.00573321	0	0	0	0	0
0.0022495	4.87912	-0.0361201	-4.53391E-005	4.97832	-0.0265559	0	23.8864	4.88987	0.0055826	0	0	0	0	0
0.00225	4.87912	-0.0360327	-4.53391E-005	4.97423	-0.0265831	0	23.8864	4.88987	0.00569974	0	0	0	0	0
0.0022505	4.8781	-0.0361067	-4.53391E-005	4.97287	-0.026481	0	23.8864	4.88919	0.00578676	0	0	0	0	0
0.002251	4.8798	-0.0361168	-4.53391E-005	4.97287	-0.0264606	0	23.8864	4.89123	0.00574659	0	0	0	0	0
0.0022515	4.87776	-0.0360831	-4.19924E-005	4.96742	-0.026498	0	23.8881	4.88885	0.00572986	0	0	0	0	0
0.002252	4.88014	-0.0361168	-4.19924E-005	4.97628	-0.0264776	0	23.8881	4.89361	0.00575329	0	0	0	0	0
0.0022525	4.87946	-0.0361201	-4.19924E-005	4.96606	-0.0265525	0	23.8864	4.89191	0.00571647	0	0	0	0	0
0.002253	4.88048	-0.0361605	-4.19924E-005	4.97287	-0.0265253	0	23.8847	4.89191	0.00570978	0	0	0	0	0
0.0022535	4.8781	-0.0360999	-4.19924E-005	4.97287	-0.0264742	0	23.883	4.88953	0.00573321	0	0	0	0	0
0.002254	4.87573	-0.0361168	-4.19924E-005	4.9681	-0.0264946	0	23.8864	4.88987	0.00570978	0	0	0	0	0
0.0022545	4.87505	-0.03611	-4.19924E-005	4.97559	-0.0265219	0	23.8965	4.89055	0.00564284	0	0	0	0	0
0.002255	4.87776	-0.0361168	-4.53391E-005	4.97423	-0.0265151	0	23.9167	4.89123	0.00571647	0	0	0	0	0
0.0022555	4.87878	-0.036184	-4.53391E-005	4.96879	-0.0264504	0	23.9353	4.89293	0.00569974	0	0	0	0	0
0.002256	4.87912	-0.0361605	-4.53391E-005	4.97423	-0.0264912	0	23.9471	4.88987	0.00567296	0	0	0	0	0
0.0022565	4.8781	-0.0361638	-4.53391E-005	4.97628	-0.0264708	0	23.9471	4.88885	0.00566292	0	0	0	0	0
0.002257	4.87674	-0.0361403	-4.86858E-005	4.97628	-0.0264742	0	23.942	4.89055	0.0056897	0	0	0	0	0
0.0022575	4.8781	-0.036147	-4.53391E-005	4.97559	-0.0265083	0	23.9369	4.89021	0.00564953	0	0	0	0	0
0.002258	4.87776	-0.0361504	-4.53391E-005	4.97832	-0.0264436	0	23.9319	4.88919	0.00567296	0	0	0	0	0
0.0022585	4.87844	-0.036147	-4.53391E-005	4.97628	-0.0264572	0	23.9268	4.89123	0.00567966	0	0	0	0	0
0.002259	4.88048	-0.0361706	-4.53391E-005	4.98377	-0.0264844	0	23.9201	4.89089	0.00558594	0	0	0	0	0
0.0022595	4.87912	-0.0362008	-4.19924E-005	4.97559	-0.0265865	0	23.9117	4.89225	0.00565288	0	0	0	0	0
0.00226	4.87844	-0.0362076	-4.19924E-005	4.97491	-0.0264436	0	23.9049	4.89021	0.00558929	0	0	0	0	0
0.0022605	4.87674	-0.0361874	-3.86458E-005	4.97151	-0.0264402	0	23.8982	4.88851	0.00554578	0	0	0	0	0
0.002261	4.87539	-0.0361302	-3.52991E-005	4.97628	-0.026447	0	23.8931	4.89021	0.00561272	0	0	0	0	0
0.0022615	4.8798	-0.0362109	-3.52991E-005	4.9824	-0.0263824	0	23.8914	4.88987	0.00565623	0	0	0	0	0
0.002262	4.87776	-0.0361336	-3.19524E-005	4.98172	-0.0265219	0	23.8897	4.89123	0.00562945	0	0	0	0	0
0.0022625	4.87844	-0.0361571	-2.86057E-005	4.98445	-0.026447	0	23.8881	4.89123	0.0056897	0	0	0	0	0
0.002263	4.8781	-0.036147	-2.52591E-005	4.979	-0.0265117	0	23.8847	4.88749	0.00562276	0	0	0	0	0
0.0022635	4.8781	-0.0362042	-2.52591E-005	4.97491	-0.0264606	0	23.8847	4.89089	0.00565288	0	0	0	0	0
0.002264	4.87742	-0.0360999	-2.19124E-005	4.97491	-0.0264096	0	23.8847	4.88919	0.00566962	0	0	0	0	0
0.0022645	4.87742	-0.0361672	-1.85657E-005	4.97696	-0.0264606	0	23.8847	4.88919	0.00564953	0	0	0	0	0
0.002265	4.87607	-0.0361437	-1.85657E-005	4.98649	-0.0264606	0	23.8864	4.89123	0.00559933	0	0	0	0	0
0.0022655	4.8781	-0.0361874	-1.5219E-005	4.97355	-0.0264776	0	23.8864	4.89089	0.00571982	0	0	0	0	0
0.002266	4.8781	-0.0362277	-1.5219E-005	4.98172	-0.0264368	0	23.8864	4.89021	0.005683	0	0	0	0	0
0.0022665	4.87912	-0.0361874	-1.5219E-005	4.97287	-0.0264708	0	23.8864	4.89021	0.00571313	0	0	0	0	0
0.002267	4.87912	-0.0361807	-1.5219E-005	4.97832	-0.0264436	0	23.8881	4.89021	0.00577672	0	0	0	0	0
0.0022675	4.87607	-0.0361907	-1.5219E-005	4.97219	-0.026413	0	23.8897	4.89429	0.00582357	0	0	0	0	0
0.002268	4.87878	-0.036147	-1.5219E-005	4.97628	-0.026379	0	23.8914	4.88749	0.00584365	0	0	0	0	0
0.0022685	4.87844	-0.0361672	-1.5219E-005	4.98377	-0.0264232	0	23.8931	4.89021	0.00573321	0	0	0	0	0
0.002269	4.8798	-0.0361168	-1.85657E-005	4.97764	-0.026498	0	23.8914	4.89089	0.00576333	0	0	0	0	0
0.0022695	4.87946	-0.0361941	-2.19124E-005	4.97832	-0.0264946	0	23.8914	4.89429	0.00574325	0	0	0	0	0
0.00227	4.88082	-0.0362076	-2.19124E-005	4.97355	-0.0264538	0	23.9015	4.88885	0.00581688	0	0	0	0	0
0.0022705	4.87708	-0.0361638	-2.52591E-005	4.97219	-0.0264776	0	23.9218	4.89055	0.0057901	0	0	0	0	0
0.002271	4.87641	-0.0361874	-2.52591E-005	4.97219	-0.026396	0	23.9437	4.88919	0.00582692	0	0	0	0	0
0.0022715	4.88014	-0.0361638	-2.86057E-005	4.97559	-0.026413	0	23.9555	4.88987	0.00572986	0	0	0	0	0
0.002272	4.87844	-0.036221	-2.86057E-005	4.97696	-0.0264402	0	23.9538	4.88987	0.00578006	0	0	0	0	0
0.0022725	4.87844	-0.0362513	-3.19524E-005	4.97764	-0.0264266	0	23.9471	4.89055	0.00574994	0	0	0	0	0
0.002273	4.8781	-0.036295	-3.19524E-005	4.97423	-0.0265083	0	23.9369	4.89021	0.00571313	0	0	0	0	0
0.0022735	4.87505	-0.0362479	-3.52991E-005	4.97696	-0.0264538	0	23.9302	4.89055	0.00580349	0	0	0	0	0
0.002274	4.87641	-0.0361605	-3.52991E-005	4.97491	-0.0264436	0	23.9251	4.89089	0.00573321	0	0	0	0	0
0.0022745	4.87641	-0.036221	-3.52991E-005	4.97083	-0.0264334	0	23.9201	4.89055	0.00578341	0	0	0	0	0
0.002275	4.87844	-0.0362244	-3.86458E-005	4.97628	-0.0263892	0	23.9133	4.89021	0.00577337	0	0	0	0	0
0.0022755	4.87641	-0.036295	-3.86458E-005	4.97696	-0.0264878	0	23.9066	4.89055	0.00572986	0	0	0	0	0
0.002276	4.87844	-0.0362412	-4.19924E-005	4.96947	-0.0264402	0	23.8999	4.88885	0.00570978	0	0	0	0	0
0.0022765	4.87776	-0.0362412	-4.19924E-005	4.979	-0.0264844	0	23.8948	4.88851	0.00570308	0	0	0	0	0
0.002277	4.87471	-0.0361907	-4.53391E-005	4.96947	-0.0263926	0	23.8931	4.88919	0.0057399	0	0	0	0	0
0.0022775	4.87674	-0.0362076	-4.53391E-005	4.97083	-0.0263586	0	23.8931	4.88987	0.00583696	0	0	0	0	0
0.002278	4.87946	-0.0362143	-4.53391E-005	4.97559	-0.0264198	0	23.8931	4.88851	0.0057901	0	0	0	0	0
0.0022785	4.87844	-0.0362546	-4.53391E-005	4.97764	-0.026464	0	23.8914	4.88953	0.00561941	0	0	0	0	0
0.002279	4.87776	-0.0362647	-4.53391E-005	4.97083	-0.0265151	0	23.8881	4.88987	0.00570978	0	0	0	0	0
0.0022795	4.87776	-0.0362042	-4.53391E-005	4.979	-0.0264368	0	23.8847	4.89123	0.00578341	0	0	0	0	0
0.00228	4.87505	-0.0362446	-4.19924E-005	4.97832	-0.0264742	0	23.8847	4.89225	0.00576333	0	0	0	0	0
0.0022805	4.87742	-0.0362513	-4.19924E-005	4.97219	-0.0263722	0	23.8864	4.88919	0.00581353	0	0	0	0	0
0.002281	4.8781	-0.0362109	-4.19924E-005	4.97151	-0.0264062	0	23.8897	4.88987	0.00586708	0	0	0	0	0
0.0022815	4.88048	-0.0361975	-4.19924E-005	4.97696	-0.026413	0	23.8897	4.89021	0.0057901	0	0	0	0	0
0.002282	4.87607	-0.0362277	-4.19924E-005	4.97491	-0.0264164	0	23.8881	4.88987	0.00581019	0	0	0	0	0
0.0022825	4.87607	-0.0362782	-4.19924E-005	4.97423	-0.0264538	0	23.8847	4.89225	0.00583027	0	0	0	0	0
0.002283	4.87878	-0.0362748	-4.19924E-005	4.97015	-0.0264572	0	23.883	4.89021	0.00583696	0	0	0	0	0
0.0022835	4.87844	-0.0362345	-4.19924E-005	4.97151	-0.0264198	0	23.883	4.88953	0.00575664	0	0	0	0	0
0.002284	4.87573	-0.0361941	-4.19924E-005	4.97696	-0.0263858	0	23.883	4.88783	0.0059039	0	0	0	0	0
0.0022845	4.87844	-0.036295	-4.19924E-005	4.96402	-0.0264402	0	23.8847	4.89021	0.00582023	0	0	0	0	0
0.002285	4.8798	-0.0362345	-4.19924E-005	4.97219	-0.026447	0	23.8914	4.89259	0.00582357	0	0	0	0	0
0.0022855	4.87607	-0.036221	-4.19924E-005	4.979	-0.026481	0	23.9049	4.89191	0.0057968	0	0	0	0	0
0.002286	4.87946	-0.0362143	-4.19924E-005	4.97287	-0.0264402	0	23.9251	4.88987	0.00577672	0	0	0	0	0
0.0022865	4.87946	-0.0362277	-4.19924E-005	4.96879	-0.0264402	0	23.942	4.89157	0.00577002	0	0	0	0	0
0.002287	4.87573	-0.0362277	-4.19924E-005	4.97083	-0.0263926	0	23.9487	4.89055	0.0059039	0	0	0	0	0
0.0022875	4.87776	-0.0362378	-4.19924E-005	4.96879	-0.0262769	0	23.9487	4.89293	0.00593402	0	0	0	0	0
0.002288	4.8781	-0.036258	-4.19924E-005	4.97832	-0.0263926	0	23.9437	4.89123	0.00580014	0	0	0	0	0
0.0022885	4.88014	-0.0362378	-4.19924E-005	4.97696	-0.0264266	0	23.9369	4.89089	0.00588716	0	0	0	0	0
0.002289	4.87844	-0.0362647	-4.19924E-005	4.96947	-0.0263892	0	23.9302	4.88817	0.00584365	0	0	0	0	0
0.0022895	4.87776	-0.0362076	-4.19924E-005	4.96538	-0.0263892	0	23.9235	4.88885	0.00590055	0	0	0	0	0
0.00229	4.87641	-0.0362109	-4.19924E-005	4.97423	-0.0264402	0	23.915	4.88987	0.00593737	0	0	0	0	0
0.0022905	4.87878	-0.0362143	-4.19924E-005	4.97832	-0.0264198	0	23.9083	4.88885	0.0059541	0	0	0	0	0
0.002291	4.87844	-0.0362378	-4.19924E-005	4.97083	-0.0264504	0	23.9032	4.88851	0.00599427	0	0	0	0	0
0.0022915	4.87742	-0.0362916	-4.19924E-005	4.97491	-0.0264198	0	23.8982	4.89089	0.00599761	0	0	0	0	0
0.002292	4.87844	-0.0362479	-4.19924E-005	4.97151	-0.0265355	0	23.8948	4.89021	0.00595745	0	0	0	0	0
0.0022925	4.87878	-0.0361874	-4.19924E-005	4.97423	-0.0264368	0	23.8914	4.88987	0.00596749	0	0	0	0	0
0.002293	4.87708	-0.0361706	-4.19924E-005	4.97083	-0.0264538	0	23.8897	4.89123	0.00594406	0	0	0	0	0
0.0022935	4.8781	-0.0361571	-4.19924E-005	4.97083	-0.0263858	0	23.8897	4.88919	0.00603443	0	0	0	0	0
0.002294	4.87878	-0.0361874	-4.19924E-005	4.979	-0.026498	0	23.8897	4.89123	0.00588382	0	0	0	0	0
0.0022945	4.87878	-0.0361605	-4.53391E-005	4.97151	-0.0264538	0	23.8897	4.89055	0.00595076	0	0	0	0	0
0.002295	4.87912	-0.0361706	-4.53391E-005	4.96402	-0.0264266	0	23.8881	4.88953	0.00594741	0	0	0	0	0
0.0022955	4.8781	-0.0361739	-4.53391E-005	4.97696	-0.0265423	0	23.8864	4.89089	0.00600096	0	0	0	0	0
0.002296	4.87674	-0.0361807	-4.53391E-005	4.97423	-0.0265083	0	23.883	4.89293	0.00600096	0	0	0	0	0
0.0022965	4.87641	-0.0361706	-4.86858E-005	4.97628	-0.0264538	0	23.883	4.88953	0.00604112	0	0	0	0	0
0.002297	4.87878	-0.0361605	-4.86858E-005	4.97355	-0.0264538	0	23.883	4.88987	0.00614488	0	0	0	0	0
0.0022975	4.87708	-0.03611	-4.86858E-005	4.96947	-0.0264912	0	23.8847	4.88919	0.00604447	0	0	0	0	0
0.002298	4.87878	-0.0361672	-4.86858E-005	4.96266	-0.0264436	0	23.883	4.88851	0.00594072	0	0	0	0	0
0.0022985	4.87946	-0.0361706	-4.53391E-005	4.97423	-0.0264912	0	23.8813	4.89157	0.00598088	0	0	0	0	0
0.002299	4.87607	-0.0361302	-4.53391E-005	4.97355	-0.0264946	0	23.8796	4.88953	0.00602439	0	0	0	0	0
0.0022995	4.87776	-0.0360495	-4.53391E-005	4.98104	-0.026498	0	23.8779	4.88919	0.00599761	0	0	0	0	0
0.0023	4.8781	-0.0360327	-4.19924E-005	4.98104	-0.0265151	0	23.8813	4.88953	0.006011	0	0	0	0	0
0.0023005	4.8781	-0.0360966	-4.19924E-005	4.97151	-0.0264402	0	23.8931	4.89021	0.00601435	0	0	0	0	0
0.002301	4.87742	-0.0361874	-3.86458E-005	4.97559	-0.0264742	0	23.915	4.88953	0.00600765	0	0	0	0	0
0.0023015	4.87742	-0.0360966	-3.52991E-005	4.97559	-0.0264946	0	23.9336	4.88851	0.00591729	0	0	0	0	0
0.002302	4.8781	-0.0361403	-3.19524E-005	4.98172	-0.0264776	0	23.9454	4.89157	0.00594406	0	0	0	0	0
0.0023025	4.87912	-0.0360966	-3.19524E-005	4.97559	-0.0265355	0	23.9471	4.89089	0.00597753	0	0	0	0	0
0.002303	4.87674	-0.0361235	-2.86057E-005	4.97559	-0.0264198	0	23.942	4.88919	0.00594072	0	0	0	0	0
0.0023035	4.87674	-0.0360932	-2.86057E-005	4.97696	-0.0264674	0	23.9369	4.89055	0.00595076	0	0	0	0	0
0.002304	4.87742	-0.0360798	-2.52591E-005	4.97832	-0.0264572	0	23.9319	4.89123	0.00597753	0	0	0	0	0
0.0023045	4.87844	-0.036073	-2.52591E-005	4.98309	-0.0264912	0	23.9251	4.89123	0.0059039	0	0	0	0	0
0.002305	4.87742	-0.0360428	-2.19124E-005	4.97559	-0.0265559	0	23.9167	4.89191	0.00585035	0	0	0	0	0
0.0023055	4.87878	-0.0360798	-2.19124E-005	4.97968	-0.026481	0	23.9083	4.89123	0.00588382	0	0	0	0	0
0.002306	4.88048	-0.0360663	-2.19124E-005	4.97423	-0.0265355	0	23.8999	4.89259	0.00592398	0	0	0	0	0
0.0023065	4.87674	-0.0359722	-2.19124E-005	4.97968	-0.0264708	0	23.8931	4.89225	0.00595076	0	0	0	0	0
0.002307	4.87742	-0.0360058	-2.19124E-005	4.98104	-0.0264708	0	23.8914	4.89089	0.00593402	0	0	0	0	0
0.0023075	4.87742	-0.0360159	-2.52591E-005	4.97491	-0.0265014	0	23.8914	4.88783	0.0058537	0	0	0	0	0
0.002308	4.87878	-0.0360529	-2.52591E-005	4.97764	-0.026498	0	23.8914	4.88987	0.00600765	0	0	0	0	0
0.0023085	4.8798	-0.0360596	-2.86057E-005	4.97287	-0.0265865	0	23.8914	4.89089	0.00593402	0	0	0	0	0
0.002309	4.88014	-0.0360966	-3.19524E-005	4.98104	-0.0264844	0	23.8914	4.88817	0.00593402	0	0	0	0	0
0.0023095	4.87641	-0.036026	-3.19524E-005	4.98377	-0.0265763	0	23.8897	4.88715	0.00588382	0	0	0	0	0
0.00231	4.87742	-0.0360529	-3.52991E-005	4.97696	-0.0265763	0	23.8897	4.88953	0.00588382	0	0	0	0	0
0.0023105	4.87844	-0.0359755	-3.86458E-005	4.97491	-0.0264708	0	23.8914	4.89157	0.00586708	0	0	0	0	0
0.002311	4.87674	-0.0360798	-3.86458E-005	4.97151	-0.0265287	0	23.8914	4.88919	0.0059039	0	0	0	0	0
0.0023115	4.87878	-0.0360293	-4.19924E-005	4.96538	-0.0264776	0	23.8897	4.89293	0.00586039	0	0	0	0	0
0.002312	4.88217	-0.0360092	-4.19924E-005	4.98104	-0.0265593	0	23.8864	4.89089	0.00579345	0	0	0	0	0
0.0023125	4.8781	-0.0360293	-4.53391E-005	4.97151	-0.0265014	0	23.8847	4.89055	0.00575664	0	0	0	0	0
0.002313	4.87708	-0.0360092	-4.53391E-005	4.97355	-0.0265355	0	23.883	4.88919	0.00577337	0	0	0	0	0
0.0023135	4.87912	-0.0360562	-4.53391E-005	4.98036	-0.0264708	0	23.883	4.88919	0.00577672	0	0	0	0	0
0.002314	4.87844	-0.0359789	-4.53391E-005	4.96674	-0.0264844	0	23.8847	4.88953	0.00578006	0	0	0	0	0
0.0023145	4.87776	-0.0359856	-4.53391E-005	4.97083	-0.026498	0	23.8847	4.89021	0.00577002	0	0	0	0	0
0.002315	4.8798	-0.0359923	-4.53391E-005	4.9824	-0.0265593	0	23.883	4.89225	0.00569639	0	0	0	0	0
0.0023155	4.87776	-0.0359957	-4.53391E-005	4.98513	-0.0265865	0	23.8864	4.89055	0.00569974	0	0	0	0	0
0.002316	4.87674	-0.036026	-4.19924E-005	4.97491	-0.0265423	0	23.8999	4.88987	0.00581353	0	0	0	0	0
0.0023165	4.87607	-0.0360092	-4.19924E-005	4.97151	-0.0264878	0	23.9201	4.88749	0.00578676	0	0	0	0	0
0.002317	4.87539	-0.0359856	-4.19924E-005	4.97696	-0.0265253	0	23.9386	4.88919	0.00572986	0	0	0	0	0
0.0023175	4.87946	-0.0359688	-4.19924E-005	4.97832	-0.0265151	0	23.9471	4.89055	0.00574994	0	0	0	0	0
0.002318	4.87708	-0.035952	-4.19924E-005	4.96742	-0.0266035	0	23.9454	4.89055	0.00574994	0	0	0	0	0
0.0023185	4.87878	-0.0359923	-4.19924E-005	4.97832	-0.0265355	0	23.9386	4.89463	0.00572651	0	0	0	0	0
0.002319	4.87708	-0.0359015	-4.19924E-005	4.97083	-0.0265525	0	23.9319	4.88987	0.00572986	0	0	0	0	0
0.0023195	4.87878	-0.0359688	-4.19924E-005	4.97968	-0.0266137	0	23.9268	4.88919	0.00576668	0	0	0	0	0
0.00232	4.87844	-0.0359049	-4.19924E-005	4.97151	-0.0264606	0	23.9218	4.89157	0.00575998	0	0	0	0	0
