File:    C:\exports\T804.txt
Created: Friday, April 28, 2017 12:54:49 PM
Header time format: Absolute
Time of first sample: 118 12:53:47.693618299
Title:   T804

Time	Vel 1 Sense	SG3 TBar Axial	Thermocouple	Flash Trigger	TBar Poisson	IR 1	Gun Fire 24V	Vel 2 Sense	SG2 IBar	Photron Exp Out 1	Photron Exp Out 2	IR 2	Ev C1_01	Ev C1_08
s	V	V	V	V	V		V	V	V					
0.0010185	4.87674	-0.03611	-8.52568E-006	4.96947	-0.026481	0	23.8864	4.88681	0.00521778	0	0	0	0	0
0.001019	4.87573	-0.0361067	-1.18724E-005	4.96947	-0.0264844	0	23.8847	4.88783	0.00524121	0	0	0	0	0
0.0010195	4.87776	-0.0361336	-1.18724E-005	4.97287	-0.0264674	0	23.8864	4.88681	0.00526464	0	0	0	0	0
0.00102	4.87437	-0.0362109	-1.18724E-005	4.96606	-0.0264266	0	23.8864	4.88715	0.00526799	0	0	0	0	0
0.0010205	4.87335	-0.0361538	-1.5219E-005	4.9647	-0.026447	0	23.8914	4.88885	0.00528807	0	0	0	0	0
0.001021	4.87573	-0.036147	-1.5219E-005	4.96742	-0.0263926	0	23.9066	4.89021	0.00530815	0	0	0	0	0
0.0010215	4.87471	-0.0361773	-1.85657E-005	4.97151	-0.0264878	0	23.9285	4.88919	0.00522782	0	0	0	0	0
0.001022	4.87505	-0.0361773	-1.85657E-005	4.9681	-0.0264436	0	23.9471	4.88919	0.00524456	0	0	0	0	0
0.0010225	4.87505	-0.0362076	-2.19124E-005	4.97219	-0.0264844	0	23.9555	4.88919	0.00529811	0	0	0	0	0
0.001023	4.87607	-0.0361638	-2.52591E-005	4.97287	-0.0264402	0	23.9555	4.88919	0.00530815	0	0	0	0	0
0.0010235	4.87539	-0.0361941	-2.52591E-005	4.96538	-0.0263926	0	23.9521	4.88953	0.00526799	0	0	0	0	0
0.001024	4.87471	-0.0361504	-2.86057E-005	4.96947	-0.0264674	0	23.9437	4.88715	0.0052546	0	0	0	0	0
0.0010245	4.87539	-0.0361033	-2.86057E-005	4.96334	-0.0264436	0	23.9336	4.88783	0.00529141	0	0	0	0	0
0.001025	4.87403	-0.0361941	-2.86057E-005	4.96879	-0.0265253	0	23.9251	4.88681	0.00523786	0	0	0	0	0
0.0010255	4.8781	-0.0361773	-2.86057E-005	4.96742	-0.0264606	0	23.9184	4.88715	0.00519101	0	0	0	0	0
0.001026	4.87607	-0.0361706	-2.86057E-005	4.96198	-0.0264368	0	23.9133	4.89055	0.00532823	0	0	0	0	0
0.0010265	4.87539	-0.0361134	-2.86057E-005	4.96334	-0.0264538	0	23.9066	4.88715	0.0052546	0	0	0	0	0
0.001027	4.87301	-0.0361269	-2.52591E-005	4.96606	-0.0264674	0	23.8999	4.88817	0.00526799	0	0	0	0	0
0.0010275	4.87674	-0.0361369	-2.52591E-005	4.97151	-0.0264674	0	23.8931	4.89055	0.0052546	0	0	0	0	0
0.001028	4.87776	-0.0361571	-2.52591E-005	4.96879	-0.0264606	0	23.8897	4.88885	0.00527803	0	0	0	0	0
0.0010285	4.87776	-0.0361941	-2.52591E-005	4.9681	-0.0263722	0	23.8897	4.88681	0.00524121	0	0	0	0	0
0.001029	4.87742	-0.0361975	-2.52591E-005	4.96879	-0.0264164	0	23.8914	4.88749	0.0052546	0	0	0	0	0
0.0010295	4.87641	-0.036147	-2.52591E-005	4.96742	-0.0263586	0	23.8931	4.89055	0.00527803	0	0	0	0	0
0.00103	4.87335	-0.0361067	-2.52591E-005	4.96742	-0.026396	0	23.8948	4.88681	0.0053048	0	0	0	0	0
0.0010305	4.87369	-0.03611	-2.52591E-005	4.96198	-0.0263416	0	23.8948	4.88919	0.00533827	0	0	0	0	0
0.001031	4.87674	-0.0361437	-2.86057E-005	4.96674	-0.0264096	0	23.8948	4.88953	0.00521778	0	0	0	0	0
0.0010315	4.87708	-0.0361201	-2.86057E-005	4.96334	-0.02643	0	23.8931	4.89021	0.00519101	0	0	0	0	0
0.001032	4.87505	-0.0361403	-2.86057E-005	4.97423	-0.0264096	0	23.8914	4.88987	0.00524121	0	0	0	0	0
0.0010325	4.87539	-0.0361571	-2.86057E-005	4.97015	-0.0264504	0	23.8914	4.88681	0.00533492	0	0	0	0	0
0.001033	4.87335	-0.0361571	-2.86057E-005	4.96198	-0.0263211	0	23.8931	4.88647	0.00534831	0	0	0	0	0
0.0010335	4.87471	-0.0361504	-3.19524E-005	4.96266	-0.026413	0	23.8931	4.88579	0.00531819	0	0	0	0	0
0.001034	4.87573	-0.0361302	-3.19524E-005	4.96606	-0.0263926	0	23.8931	4.88953	0.0052479	0	0	0	0	0
0.0010345	4.87573	-0.0361437	-3.19524E-005	4.96947	-0.0264708	0	23.8914	4.88987	0.00525794	0	0	0	0	0
0.001035	4.87776	-0.0361403	-3.19524E-005	4.97423	-0.0264436	0	23.8897	4.88851	0.00525794	0	0	0	0	0
0.0010355	4.87641	-0.0361941	-3.19524E-005	4.97628	-0.02643	0	23.8881	4.88715	0.00524121	0	0	0	0	0
0.001036	4.87674	-0.0361369	-3.19524E-005	4.97151	-0.0264402	0	23.8897	4.88647	0.0052479	0	0	0	0	0
0.0010365	4.87505	-0.0361807	-3.19524E-005	4.96402	-0.0263892	0	23.8999	4.88783	0.00528472	0	0	0	0	0
0.001037	4.87505	-0.0361168	-3.19524E-005	4.97287	-0.0265014	0	23.9201	4.88715	0.00524121	0	0	0	0	0
0.0010375	4.87505	-0.0361269	-2.86057E-005	4.97219	-0.0264368	0	23.9403	4.89021	0.00521109	0	0	0	0	0
0.001038	4.87573	-0.0361706	-2.86057E-005	4.97559	-0.0263858	0	23.9538	4.88885	0.00525125	0	0	0	0	0
0.0010385	4.87471	-0.036184	-2.86057E-005	4.97219	-0.0264096	0	23.9572	4.88749	0.00522448	0	0	0	0	0
0.001039	4.87403	-0.036184	-2.86057E-005	4.97696	-0.0264504	0	23.9538	4.89055	0.00521778	0	0	0	0	0
0.0010395	4.87403	-0.0361504	-2.86057E-005	4.9647	-0.0264504	0	23.9487	4.88919	0.00529141	0	0	0	0	0
0.00104	4.87607	-0.036147	-2.52591E-005	4.9681	-0.0263654	0	23.9437	4.88953	0.00537509	0	0	0	0	0
0.0010405	4.87403	-0.0361538	-2.52591E-005	4.979	-0.0264572	0	23.9369	4.88919	0.00521109	0	0	0	0	0
0.001041	4.87505	-0.0360899	-2.52591E-005	4.97287	-0.026498	0	23.9285	4.88817	0.0051977	0	0	0	0	0
0.0010415	4.87539	-0.0361638	-2.52591E-005	4.97559	-0.0264436	0	23.9201	4.88919	0.00527468	0	0	0	0	0
0.001042	4.87539	-0.0361807	-2.52591E-005	4.97423	-0.0264912	0	23.9117	4.88851	0.00527133	0	0	0	0	0
0.0010425	4.87607	-0.0361874	-2.19124E-005	4.97219	-0.026396	0	23.9049	4.88851	0.00523117	0	0	0	0	0
0.001043	4.87674	-0.0361134	-2.19124E-005	4.96879	-0.0264436	0	23.8999	4.88783	0.00524121	0	0	0	0	0
0.0010435	4.87403	-0.0361605	-2.19124E-005	4.97219	-0.026413	0	23.8965	4.88579	0.00531819	0	0	0	0	0
0.001044	4.87437	-0.0361269	-2.19124E-005	4.97219	-0.0264674	0	23.8948	4.88681	0.00527803	0	0	0	0	0
0.0010445	4.87573	-0.0361504	-1.85657E-005	4.96947	-0.0264878	0	23.8948	4.88953	0.00528472	0	0	0	0	0
0.001045	4.87708	-0.0361773	-1.85657E-005	4.97628	-0.0264368	0	23.8931	4.89021	0.00526129	0	0	0	0	0
0.0010455	4.87437	-0.0361201	-1.5219E-005	4.97423	-0.0264708	0	23.8914	4.89021	0.00522448	0	0	0	0	0
0.001046	4.87335	-0.0361773	-1.5219E-005	4.97628	-0.0264334	0	23.8914	4.88851	0.00528807	0	0	0	0	0
0.0010465	4.87301	-0.0361067	-1.18724E-005	4.97355	-0.026379	0	23.8914	4.88749	0.00526464	0	0	0	0	0
0.001047	4.87539	-0.0361706	-1.18724E-005	4.98036	-0.0264334	0	23.8897	4.88987	0.00534162	0	0	0	0	0
0.0010475	4.87641	-0.036147	-1.18724E-005	4.97083	-0.0264198	0	23.8881	4.88987	0.00527133	0	0	0	0	0
0.001048	4.87539	-0.0361807	-1.18724E-005	4.97015	-0.0264776	0	23.8864	4.89055	0.0052479	0	0	0	0	0
0.0010485	4.87471	-0.0361605	-1.18724E-005	4.96879	-0.0264776	0	23.8864	4.88817	0.0052546	0	0	0	0	0
0.001049	4.87369	-0.0361975	-1.18724E-005	4.96879	-0.026447	0	23.8881	4.89021	0.00524121	0	0	0	0	0
0.0010495	4.87471	-0.0361369	-1.18724E-005	4.9681	-0.0264028	0	23.8881	4.88783	0.00535166	0	0	0	0	0
0.00105	4.87369	-0.036184	-1.18724E-005	4.9681	-0.0264062	0	23.8881	4.88749	0.00532488	0	0	0	0	0
0.0010505	4.87437	-0.0361538	-1.18724E-005	4.96879	-0.0265151	0	23.8881	4.88783	0.00523786	0	0	0	0	0
0.001051	4.87539	-0.0361874	-1.18724E-005	4.97219	-0.0264776	0	23.8847	4.88851	0.00529811	0	0	0	0	0
0.0010515	4.87403	-0.0361269	-1.18724E-005	4.97083	-0.026464	0	23.8813	4.89021	0.00522448	0	0	0	0	0
0.001052	4.87742	-0.0361739	-1.18724E-005	4.96742	-0.0264878	0	23.883	4.89055	0.00531484	0	0	0	0	0
0.0010525	4.87776	-0.0361773	-1.18724E-005	4.97287	-0.0264504	0	23.8931	4.88715	0.0052479	0	0	0	0	0
0.001053	4.87166	-0.0361672	-1.18724E-005	4.96879	-0.0264606	0	23.915	4.88647	0.00526464	0	0	0	0	0
0.0010535	4.87471	-0.0361538	-8.52568E-006	4.96402	-0.0264844	0	23.9386	4.88953	0.00532154	0	0	0	0	0
0.001054	4.87234	-0.0360932	-8.52568E-006	4.96334	-0.0264402	0	23.9521	4.88715	0.00529476	0	0	0	0	0
0.0010545	4.87573	-0.0361235	-5.179E-006	4.97559	-0.0264402	0	23.9521	4.88817	0.00527468	0	0	0	0	0
0.001055	4.87437	-0.03611	-5.179E-006	4.97696	-0.026498	0	23.9471	4.88749	0.0053115	0	0	0	0	0
0.0010555	4.87403	-0.0361403	-1.83233E-006	4.97423	-0.0264368	0	23.9386	4.88919	0.00532154	0	0	0	0	0
0.001056	4.87471	-0.0361067	-1.83233E-006	4.96606	-0.0264844	0	23.9319	4.88987	0.00529141	0	0	0	0	0
0.0010565	4.87301	-0.0361571	1.51435E-006	4.95721	-0.0264504	0	23.9251	4.88851	0.00533492	0	0	0	0	0
0.001057	4.87437	-0.0361605	1.51435E-006	4.96879	-0.0264538	0	23.9184	4.88987	0.00528137	0	0	0	0	0
0.0010575	4.87607	-0.0361504	1.51435E-006	4.96879	-0.0264164	0	23.9117	4.88749	0.00534496	0	0	0	0	0
0.001058	4.87505	-0.0361403	4.86102E-006	4.97083	-0.0264334	0	23.9049	4.88987	0.0052479	0	0	0	0	0
0.0010585	4.87607	-0.03611	4.86102E-006	4.95993	-0.0265049	0	23.8999	4.88783	0.0053048	0	0	0	0	0
0.001059	4.87369	-0.036147	1.51435E-006	4.96742	-0.0264776	0	23.8965	4.88987	0.00529476	0	0	0	0	0
0.0010595	4.87539	-0.0362378	1.51435E-006	4.96947	-0.0263858	0	23.8948	4.88783	0.00532488	0	0	0	0	0
0.00106	4.87437	-0.0360562	1.51435E-006	4.95857	-0.0264436	0	23.8931	4.88749	0.0053115	0	0	0	0	0
0.0010605	4.87267	-0.0361672	-1.83233E-006	4.9681	-0.026396	0	23.8931	4.88749	0.00526129	0	0	0	0	0
0.001061	4.87403	-0.0361907	-5.179E-006	4.96879	-0.0264708	0	23.8914	4.89089	0.0052479	0	0	0	0	0
0.0010615	4.87437	-0.036184	-5.179E-006	4.96742	-0.0264538	0	23.8897	4.88749	0.00525125	0	0	0	0	0
0.001062	4.87403	-0.0361201	-8.52568E-006	4.96129	-0.026498	0	23.8881	4.89021	0.00523117	0	0	0	0	0
0.0010625	4.87234	-0.0361201	-8.52568E-006	4.96538	-0.026464	0	23.8897	4.88851	0.00527133	0	0	0	0	0
0.001063	4.87132	-0.0361638	-1.18724E-005	4.96334	-0.02643	0	23.8897	4.88851	0.00526129	0	0	0	0	0
0.0010635	4.87335	-0.0361571	-1.18724E-005	4.96606	-0.0264844	0	23.8914	4.88783	0.00532488	0	0	0	0	0
0.001064	4.87335	-0.0361235	-1.5219E-005	4.9647	-0.026447	0	23.8897	4.89021	0.00529141	0	0	0	0	0
0.0010645	4.87607	-0.0361369	-1.5219E-005	4.97015	-0.0265287	0	23.8881	4.88919	0.0052546	0	0	0	0	0
0.001065	4.87573	-0.0361638	-1.5219E-005	4.9647	-0.0264572	0	23.8864	4.89055	0.00525794	0	0	0	0	0
0.0010655	4.87607	-0.0361369	-1.5219E-005	4.96402	-0.026464	0	23.8881	4.89123	0.00528807	0	0	0	0	0
0.001066	4.87132	-0.036221	-1.85657E-005	4.9647	-0.0264436	0	23.8881	4.88477	0.00521109	0	0	0	0	0
0.0010665	4.87301	-0.0361369	-1.85657E-005	4.95993	-0.02643	0	23.8881	4.88851	0.00529811	0	0	0	0	0
0.001067	4.87539	-0.0361874	-1.85657E-005	4.96674	-0.0265083	0	23.8864	4.88783	0.00524456	0	0	0	0	0
0.0010675	4.87573	-0.0361302	-2.19124E-005	4.96538	-0.0264776	0	23.883	4.88919	0.00526464	0	0	0	0	0
0.001068	4.87403	-0.0361302	-2.19124E-005	4.96538	-0.0264606	0	23.883	4.88919	0.00520105	0	0	0	0	0
0.0010685	4.87674	-0.036147	-2.52591E-005	4.95993	-0.0264266	0	23.8948	4.89021	0.00531484	0	0	0	0	0
0.001069	4.87267	-0.0361571	-2.52591E-005	4.95925	-0.026362	0	23.9167	4.88749	0.00537174	0	0	0	0	0
0.0010695	4.87403	-0.0361773	-2.52591E-005	4.96538	-0.0264402	0	23.9386	4.88613	0.00526129	0	0	0	0	0
0.00107	4.87267	-0.0361302	-2.86057E-005	4.97151	-0.0264674	0	23.9521	4.88919	0.00529476	0	0	0	0	0
0.0010705	4.87674	-0.0361336	-2.86057E-005	4.96674	-0.0264062	0	23.9538	4.88715	0.00523117	0	0	0	0	0
0.001071	4.87539	-0.0361706	-2.86057E-005	4.97151	-0.0263756	0	23.9487	4.88851	0.00531484	0	0	0	0	0
0.0010715	4.87471	-0.0360831	-2.52591E-005	4.96334	-0.0264538	0	23.9403	4.88749	0.00524456	0	0	0	0	0
0.001072	4.87471	-0.0361739	-2.52591E-005	4.96742	-0.0264062	0	23.9353	4.88749	0.00523452	0	0	0	0	0
0.0010725	4.87369	-0.0361437	-2.52591E-005	4.96061	-0.0263722	0	23.9302	4.88817	0.00529476	0	0	0	0	0
0.001073	4.87471	-0.0361504	-2.52591E-005	4.9681	-0.0263994	0	23.9268	4.88579	0.00522782	0	0	0	0	0
0.0010735	4.87403	-0.0361201	-2.86057E-005	4.96538	-0.0263688	0	23.9201	4.88749	0.00525794	0	0	0	0	0
0.001074	4.87539	-0.0362177	-2.86057E-005	4.96674	-0.0264708	0	23.9117	4.88749	0.00521778	0	0	0	0	0
0.0010745	4.87573	-0.0361538	-2.86057E-005	4.96334	-0.0263518	0	23.9032	4.88953	0.00526464	0	0	0	0	0
0.001075	4.87674	-0.036184	-2.86057E-005	4.96061	-0.0264402	0	23.8965	4.88783	0.00522113	0	0	0	0	0
0.0010755	4.87234	-0.0361975	-2.86057E-005	4.96266	-0.0264402	0	23.8948	4.88851	0.0052479	0	0	0	0	0
0.001076	4.87505	-0.0361538	-2.86057E-005	4.96674	-0.026464	0	23.8948	4.88511	0.00527468	0	0	0	0	0
0.0010765	4.87505	-0.0361504	-2.86057E-005	4.96947	-0.0264062	0	23.8948	4.88817	0.00525125	0	0	0	0	0
0.001077	4.87641	-0.0360899	-2.86057E-005	4.96674	-0.0264232	0	23.8948	4.88783	0.00530145	0	0	0	0	0
0.0010775	4.87369	-0.0361369	-2.86057E-005	4.9647	-0.026447	0	23.8931	4.88749	0.00524121	0	0	0	0	0
0.001078	4.87539	-0.0361504	-2.86057E-005	4.97151	-0.0264742	0	23.8914	4.88817	0.00528807	0	0	0	0	0
0.0010785	4.87471	-0.0361706	-3.19524E-005	4.97628	-0.026447	0	23.8914	4.88851	0.00529811	0	0	0	0	0
0.001079	4.87335	-0.0361739	-3.19524E-005	4.9681	-0.0263926	0	23.8914	4.88715	0.00522448	0	0	0	0	0
0.0010795	4.87132	-0.0361571	-3.19524E-005	4.96674	-0.0264096	0	23.8914	4.88749	0.00524121	0	0	0	0	0
0.00108	4.87539	-0.0361504	-3.19524E-005	4.97559	-0.02643	0	23.8914	4.89055	0.00525794	0	0	0	0	0
0.0010805	4.87573	-0.0361672	-3.19524E-005	4.97491	-0.02643	0	23.8897	4.88851	0.00527133	0	0	0	0	0
0.001081	4.87607	-0.0361807	-3.52991E-005	4.97083	-0.0264912	0	23.8881	4.88613	0.00529141	0	0	0	0	0
0.0010815	4.87674	-0.0361638	-3.52991E-005	4.97083	-0.026447	0	23.8864	4.88953	0.00528472	0	0	0	0	0
0.001082	4.87539	-0.0361235	-3.52991E-005	4.98172	-0.026396	0	23.8864	4.89225	0.00525125	0	0	0	0	0
0.0010825	4.87234	-0.0361235	-3.52991E-005	4.96947	-0.0263994	0	23.8881	4.88647	0.0053048	0	0	0	0	0
0.001083	4.87369	-0.0361201	-3.52991E-005	4.96947	-0.0263994	0	23.8881	4.88443	0.00527803	0	0	0	0	0
0.0010835	4.87437	-0.0361134	-3.52991E-005	4.98581	-0.0264266	0	23.8897	4.88851	0.00533158	0	0	0	0	0
0.001084	4.87505	-0.0361773	-3.52991E-005	4.96402	-0.0263824	0	23.8931	4.88953	0.00530145	0	0	0	0	0
0.0010845	4.87641	-0.0361067	-3.52991E-005	4.979	-0.0264504	0	23.9066	4.88783	0.00527133	0	0	0	0	0
0.001085	4.87708	-0.036147	-3.19524E-005	4.96879	-0.0264742	0	23.9268	4.88749	0.00520774	0	0	0	0	0
0.0010855	4.87539	-0.0361369	-3.19524E-005	4.96334	-0.0264368	0	23.9471	4.88817	0.00527133	0	0	0	0	0
0.001086	4.87437	-0.0361437	-3.19524E-005	4.97219	-0.0265559	0	23.9572	4.88579	0.00526464	0	0	0	0	0
0.0010865	4.87471	-0.0361605	-2.86057E-005	4.979	-0.0264062	0	23.9572	4.88919	0.00532488	0	0	0	0	0
0.001087	4.87539	-0.036147	-2.86057E-005	4.97287	-0.0265355	0	23.9521	4.88783	0.00528472	0	0	0	0	0
0.0010875	4.87641	-0.0361739	-2.86057E-005	4.95925	-0.0264844	0	23.9437	4.88783	0.0052546	0	0	0	0	0
0.001088	4.87573	-0.0361538	-2.86057E-005	4.97083	-0.026447	0	23.9353	4.88885	0.00527468	0	0	0	0	0
0.0010885	4.87471	-0.0361336	-2.86057E-005	4.97219	-0.0264742	0	23.9285	4.88851	0.00520105	0	0	0	0	0
0.001089	4.87437	-0.03611	-2.86057E-005	4.97355	-0.026396	0	23.9235	4.88579	0.00521444	0	0	0	0	0
0.0010895	4.87539	-0.0361201	-2.52591E-005	4.96879	-0.026498	0	23.9184	4.88885	0.00523117	0	0	0	0	0
0.00109	4.87471	-0.0361369	-2.52591E-005	4.96334	-0.0264164	0	23.9117	4.88987	0.00526464	0	0	0	0	0
0.0010905	4.87403	-0.0361269	-2.52591E-005	4.95993	-0.0264878	0	23.9049	4.88715	0.00522113	0	0	0	0	0
0.001091	4.87403	-0.0361975	-2.52591E-005	4.96402	-0.0264776	0	23.8982	4.88783	0.00520105	0	0	0	0	0
0.0010915	4.87573	-0.0362076	-2.19124E-005	4.97628	-0.0264402	0	23.8931	4.88783	0.00532154	0	0	0	0	0
0.001092	4.87776	-0.0361134	-2.19124E-005	4.97559	-0.0264674	0	23.8914	4.88885	0.00522448	0	0	0	0	0
0.0010925	4.872	-0.0361336	-1.85657E-005	4.96947	-0.0265253	0	23.8931	4.88443	0.00532154	0	0	0	0	0
0.001093	4.87674	-0.0361638	-1.85657E-005	4.97015	-0.0264402	0	23.8965	4.88647	0.00527133	0	0	0	0	0
0.0010935	4.87505	-0.0361269	-1.5219E-005	4.96879	-0.0264402	0	23.8965	4.88817	0.00526799	0	0	0	0	0
0.001094	4.87505	-0.0361638	-1.18724E-005	4.96742	-0.0264606	0	23.8931	4.88715	0.00523117	0	0	0	0	0
0.0010945	4.87403	-0.0361538	-1.18724E-005	4.96606	-0.026396	0	23.8914	4.88443	0.00529476	0	0	0	0	0
0.001095	4.87301	-0.0361369	-1.18724E-005	4.96947	-0.0264708	0	23.8897	4.88681	0.00525125	0	0	0	0	0
0.0010955	4.87234	-0.036184	-8.52568E-006	4.97423	-0.0264402	0	23.8897	4.88647	0.0052546	0	0	0	0	0
0.001096	4.87234	-0.0361403	-8.52568E-006	4.97764	-0.02643	0	23.8897	4.88749	0.00535166	0	0	0	0	0
0.0010965	4.87505	-0.0361403	-8.52568E-006	4.96538	-0.0265253	0	23.8881	4.88647	0.00528472	0	0	0	0	0
0.001097	4.87335	-0.0360966	-8.52568E-006	4.96879	-0.0265729	0	23.8864	4.88613	0.00521444	0	0	0	0	0
0.0010975	4.87403	-0.03611	-1.18724E-005	4.96742	-0.0264198	0	23.883	4.88715	0.00524456	0	0	0	0	0
0.001098	4.87369	-0.0361235	-1.18724E-005	4.97151	-0.026481	0	23.8813	4.88817	0.00528472	0	0	0	0	0
0.0010985	4.87505	-0.0361437	-1.18724E-005	4.97219	-0.0264572	0	23.883	4.88749	0.00534162	0	0	0	0	0
0.001099	4.87335	-0.0361773	-1.18724E-005	4.97764	-0.0264572	0	23.8847	4.88613	0.00531484	0	0	0	0	0
0.0010995	4.87505	-0.0361134	-1.18724E-005	4.96947	-0.026447	0	23.8881	4.88579	0.00532823	0	0	0	0	0
0.0011	4.87403	-0.0360361	-1.18724E-005	4.96674	-0.0264062	0	23.8948	4.88613	0.00523452	0	0	0	0	0
0.0011005	4.87437	-0.0361739	-1.5219E-005	4.96742	-0.0265287	0	23.9083	4.88783	0.00527468	0	0	0	0	0
0.001101	4.87742	-0.036073	-1.5219E-005	4.97287	-0.0264096	0	23.9268	4.88443	0.00532488	0	0	0	0	0
0.0011015	4.87505	-0.0361941	-1.85657E-005	4.96947	-0.0264912	0	23.942	4.88681	0.00527803	0	0	0	0	0
0.001102	4.87403	-0.0361067	-1.85657E-005	4.97219	-0.0264402	0	23.9504	4.88681	0.00527468	0	0	0	0	0
0.0011025	4.87369	-0.0360966	-2.19124E-005	4.96674	-0.0264674	0	23.9521	4.88715	0.00528807	0	0	0	0	0
0.001103	4.87166	-0.0360831	-2.19124E-005	4.96674	-0.0264334	0	23.9504	4.88885	0.00530815	0	0	0	0	0
0.0011035	4.87607	-0.0361571	-2.52591E-005	4.9681	-0.026498	0	23.9454	4.88647	0.00526799	0	0	0	0	0
0.001104	4.87607	-0.0361706	-2.52591E-005	4.97355	-0.0264402	0	23.9386	4.88885	0.00534496	0	0	0	0	0
0.0011045	4.87641	-0.0361403	-2.86057E-005	4.9681	-0.0264742	0	23.9285	4.88851	0.00526464	0	0	0	0	0
0.001105	4.87641	-0.0361403	-2.86057E-005	4.96947	-0.0264504	0	23.9201	4.88885	0.00524121	0	0	0	0	0
0.0011055	4.87573	-0.0361168	-2.86057E-005	4.97083	-0.0264402	0	23.915	4.88715	0.0053115	0	0	0	0	0
0.001106	4.87437	-0.0361235	-2.86057E-005	4.96538	-0.0264402	0	23.91	4.88613	0.00531484	0	0	0	0	0
0.0011065	4.87403	-0.0360899	-3.19524E-005	4.96947	-0.0264912	0	23.9049	4.88851	0.00520774	0	0	0	0	0
0.001107	4.87369	-0.0361975	-3.19524E-005	4.96947	-0.0264232	0	23.8999	4.88749	0.00527803	0	0	0	0	0
0.0011075	4.87776	-0.0361369	-3.19524E-005	4.97559	-0.0264878	0	23.8965	4.88783	0.00529141	0	0	0	0	0
0.001108	4.87607	-0.0361975	-3.19524E-005	4.97696	-0.0263892	0	23.8948	4.88919	0.00530815	0	0	0	0	0
0.0011085	4.87742	-0.036221	-3.19524E-005	4.96947	-0.026447	0	23.8948	4.88715	0.00522782	0	0	0	0	0
0.001109	4.87403	-0.0361235	-3.19524E-005	4.97015	-0.0263994	0	23.8948	4.88579	0.00528807	0	0	0	0	0
0.0011095	4.87573	-0.0361235	-3.19524E-005	4.96198	-0.0264708	0	23.8948	4.88613	0.00524121	0	0	0	0	0
0.00111	4.87641	-0.0362042	-2.86057E-005	4.96879	-0.0264572	0	23.8948	4.88749	0.00529476	0	0	0	0	0
0.0011105	4.87403	-0.0360798	-2.86057E-005	4.97219	-0.0264742	0	23.8931	4.88885	0.00524121	0	0	0	0	0
0.001111	4.87607	-0.0361336	-2.86057E-005	4.97491	-0.0264606	0	23.8931	4.88749	0.00528807	0	0	0	0	0
0.0011115	4.87607	-0.0361672	-2.86057E-005	4.97287	-0.0264266	0	23.8914	4.88953	0.00533158	0	0	0	0	0
0.001112	4.87708	-0.0361033	-2.86057E-005	4.96674	-0.0264742	0	23.8931	4.88477	0.00527133	0	0	0	0	0
0.0011125	4.87573	-0.036147	-2.86057E-005	4.96198	-0.0263926	0	23.8931	4.88715	0.00529476	0	0	0	0	0
0.001113	4.87471	-0.0361706	-2.86057E-005	4.96947	-0.0263722	0	23.8948	4.89055	0.00526129	0	0	0	0	0
0.0011135	4.87641	-0.0361235	-2.86057E-005	4.97355	-0.0264708	0	23.8948	4.88647	0.00526129	0	0	0	0	0
0.001114	4.87674	-0.0362076	-2.86057E-005	4.97628	-0.0264538	0	23.8931	4.88783	0.00527468	0	0	0	0	0
0.0011145	4.87641	-0.0361571	-2.86057E-005	4.96742	-0.0263416	0	23.8914	4.88749	0.00524121	0	0	0	0	0
0.001115	4.87505	-0.0361269	-2.86057E-005	4.97015	-0.026396	0	23.8914	4.88953	0.00527803	0	0	0	0	0
0.0011155	4.8781	-0.03611	-2.86057E-005	4.96674	-0.0264708	0	23.8931	4.88851	0.00522113	0	0	0	0	0
0.001116	4.87471	-0.0361638	-2.86057E-005	4.97219	-0.0264912	0	23.9032	4.88851	0.00519101	0	0	0	0	0
0.0011165	4.87573	-0.0361067	-2.86057E-005	4.97355	-0.0264334	0	23.9235	4.88477	0.00522448	0	0	0	0	0
0.001117	4.87607	-0.0361941	-2.86057E-005	4.96947	-0.0264368	0	23.942	4.88885	0.0053048	0	0	0	0	0
0.0011175	4.87674	-0.036147	-2.86057E-005	4.97015	-0.0264266	0	23.9538	4.88885	0.00523786	0	0	0	0	0
0.001118	4.8781	-0.0362177	-2.86057E-005	4.96742	-0.026447	0	23.9555	4.88953	0.00524121	0	0	0	0	0
0.0011185	4.87708	-0.0361773	-2.86057E-005	4.96538	-0.0264436	0	23.9521	4.88953	0.00532488	0	0	0	0	0
0.001119	4.87742	-0.0361605	-2.86057E-005	4.96402	-0.0264062	0	23.9471	4.88681	0.0052479	0	0	0	0	0
0.0011195	4.87505	-0.0361336	-2.86057E-005	4.96606	-0.0263892	0	23.9386	4.88613	0.0052479	0	0	0	0	0
0.00112	4.87641	-0.0361403	-2.86057E-005	4.97015	-0.026396	0	23.9302	4.88851	0.00522113	0	0	0	0	0
0.0011205	4.87776	-0.0361571	-2.86057E-005	4.97083	-0.0264436	0	23.9218	4.88851	0.00525125	0	0	0	0	0
0.001121	4.87878	-0.0361302	-2.86057E-005	4.97287	-0.026396	0	23.9133	4.88851	0.00533492	0	0	0	0	0
0.0011215	4.87641	-0.0361773	-2.86057E-005	4.97628	-0.0264912	0	23.9066	4.89055	0.00523786	0	0	0	0	0
0.001122	4.87573	-0.0361975	-3.19524E-005	4.97151	-0.0264572	0	23.9015	4.88783	0.00530815	0	0	0	0	0
