 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,0.000601246,-0.224714,-0.0454417,-0.000675767,0.0250977,-0.00878112,0.027805,-0.00338314,-1.27173,0.00802827,41,29,0.284893,4.86659,6.7427,1.38547,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,-0.00113215,-0.223895,-0.0442165,-0.000193369,0.0241676,-0.00679583,0.0259351,-0.00196092,-1.31634,0.00754193,48,29,0.241573,4.85362,6.66492,1.44063,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-0.00222838,-0.223042,-0.0426557,0.000193698,0.023435,-0.0048076,0.0243902,-0.000761522,-1.37466,0.00756148,55,29,0.209514,4.83974,6.58886,1.49174,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,-0.00269446,-0.222418,-0.0416,0.000477324,0.0229036,-0.00281279,0.023251,0.000129913,-1.44791,0.00755313,62,29,0.193053,4.82733,6.51664,1.55872,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-0.00262042,-0.222376,-0.041085,0.000650209,0.0225764,-0.000807681,0.0226061,0.000620496,-1.53403,0.00758814,69,29,0.190557,4.82443,6.45385,1.64585,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-0.00270203,-0.222967,-0.0411346,0.000706019,0.0224556,0.00121177,0.0225229,0.000638713,1.51531,0.00797975,76,29,0.187923,4.83351,6.36742,1.7508,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.0033851,-0.223603,-0.0410461,0.000639515,0.0225421,0.00325007,0.0230142,0.000167423,1.42655,0.008358,83,29,0.172302,4.8459,6.24831,1.8653,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.00776855,-0.236441,-0.0558086,-0.0107586,0.0428963,-0.00768258,0.0439747,-0.0118369,-1.43134,0.00923628,41,36,0.488247,5.13076,6.80431,1.33262,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,0.00353728,-0.233676,-0.0529306,-0.0104786,0.042277,-0.0058855,0.0429256,-0.0111272,-1.46103,0.00790147,48,36,0.384582,5.07219,6.68678,1.34918,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,0.00038593,-0.231794,-0.0506853,-0.0102676,0.0418073,-0.00408438,0.0421257,-0.010586,-1.493,0.00786551,55,36,0.306593,5.03608,6.58188,1.37719,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,-0.00136888,-0.230616,-0.0492575,-0.0101327,0.0414899,-0.00227541,0.04159,-0.0102328,-1.52683,0.00777146,62,36,0.261583,5.01182,6.49536,1.4294,6.80199,-3.3772
0.354932,3.89602,-0.00604988,-0.00208854,-0.230349,-0.048324,-0.01008,0.0413267,-0.000454731,0.0413307,-0.010084,-1.56195,0.00778058,69,36,0.240448,5.00363,6.42174,1.5084,6.73895,-3.29079
0.697311,3.89739,-0.00619977,-0.00337587,-0.231539,-0.0487687,-0.0101152,0.0413189,0.00138174,0.0413559,-0.0101523,1.54396,0.00832183,76,36,0.215152,5.02659,6.30941,1.62864,6.65648,-3.19673
1.03984,3.89854,-0.00540446,-0.00626624,-0.233649,-0.049867,-0.010243,0.0414668,0.00323847,0.0416688,-0.010445,1.50849,0.00890636,83,36,0.160595,5.07128,6.16285,1.77261,6.57578,-3.09693
-1.01778,3.56343,-0.00670129,0.0194288,-0.254538,-0.0649198,-0.0202247,0.0599552,-0.00652295,0.0604824,-0.0207519,-1.49015,0.0102203,41,43,0.77735,5.53693,6.96116,1.4058,6.92989,-3.93282
-0.67495,3.56498,-0.00659257,0.0120826,-0.248964,-0.0621961,-0.0201235,0.05961,-0.00493107,0.0599138,-0.0204273,-1.50926,0.00846898,48,43,0.610317,5.41046,6.7797,1.37315,6.88416,-3.84558
-0.332005,3.56659,-0.00569489,0.00559187,-0.245259,-0.0600441,-0.0200663,0.0593689,-0.00333538,0.0595087,-0.0202061,-1.52891,0.00872236,55,43,0.464202,5.33313,6.61315,1.36639,6.8386,-3.76381
0.0108772,3.56798,-0.00468418,0.000736116,-0.243217,-0.0587856,-0.020059,0.0592332,-0.0017318,0.059271,-0.0200968,-1.54897,0.00879116,62,43,0.356451,5.29101,6.46756,1.40568,6.78568,-3.67376
0.353658,3.56936,-0.00369828,-0.00274599,-0.242835,-0.058689,-0.0201072,0.059204,-0.000116211,0.0592041,-0.0201074,-1.56933,0.00883013,69,43,0.283094,5.28381,6.33458,1.48293,6.72401,-3.58434
