 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,3.8589e-05,-3.89132e-05,0.00067787,-9.17123e-05,-5.66951e-05,-6.86874e-06,-5.5396e-05,-9.30115e-05,-1.38387,0.00239008,41,29,-0.00287876,-0.00123969,6.98897,-3.3159,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,-2.71735e-05,-7.74025e-05,5.91276e-05,-9.83722e-05,-6.29199e-05,-1.30889e-05,-5.86112e-05,-0.000102681,-1.25278,0.00227421,48,29,-0.000941665,-0.00411804,6.93561,-3.22736,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-6.73402e-06,-8.16909e-05,-0.000264902,-0.000108964,-6.80935e-05,-1.83872e-05,-6.10389e-05,-0.000116018,-1.20445,0.00234917,55,29,0.00119241,-0.00480508,6.87253,-3.14609,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,1.5603e-05,-7.88711e-05,-0.000361737,-0.000122737,-7.23851e-05,-2.26803e-05,-6.36756e-05,-0.000131446,-1.20415,0.00237404,62,29,0.00217295,-0.00359043,6.80477,-3.06172,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-8.47758e-06,-9.59335e-05,-0.000366681,-0.000138899,-7.5966e-05,-2.58664e-05,-6.66991e-05,-0.000148166,-1.22678,0.00243003,69,29,0.00172033,-0.00176771,6.73822,-2.97396,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-8.38784e-05,-0.000153463,-0.000446611,-0.000156607,-7.90112e-05,-2.7826e-05,-7.00643e-05,-0.000165554,-1.25971,0.00253221,76,29,0.000603774,-8.70909e-06,6.65292,-2.88259,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.000137306,-0.000158672,-0.000631066,-0.000174957,-8.17007e-05,-2.84249e-05,-7.37198e-05,-0.000182938,-1.29707,0.00260056,83,29,0.00047312,0.000675782,6.54608,-2.78033,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.000100083,-6.53874e-06,0.000224217,-4.53182e-05,-3.9268e-05,-1.4736e-06,-3.89282e-05,-4.5658e-05,-1.34415,0.00256411,41,36,0.000827285,-0.000737148,6.96196,-3.62603,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,-5.33034e-05,-5.76995e-05,-0.000101759,-6.43614e-05,-4.54476e-05,-1.15425e-05,-3.99826e-05,-6.98264e-05,-1.1286,0.00221575,48,36,-0.000606278,-0.00383237,6.91048,-3.5344,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,-4.03559e-05,-4.49329e-05,-0.00025832,-8.58658e-05,-5.09184e-05,-1.99806e-05,-4.18487e-05,-9.49356e-05,-1.14468,0.00228334,55,36,0.000472752,-0.00519088,6.85736,-3.45303,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,1.06115e-05,-4.77312e-05,-0.000288669,-0.000109099,-5.58611e-05,-2.67546e-05,-4.47393e-05,-0.000120221,-1.17683,0.00221844,62,36,0.00169312,-0.00335671,6.80044,-3.371,6.80199,-3.3772
0.354932,3.89602,-0.00604988,-9.48707e-06,-6.73677e-05,-0.0002062,-0.000133299,-6.04519e-05,-3.18167e-05,-4.85125e-05,-0.000145238,-1.2118,0.00213634,69,36,0.000871535,-0.000807914,6.73751,-3.28657,6.73895,-3.29079
0.697311,3.89739,-0.00619977,-0.000124702,-0.000150136,-0.000129362,-0.000157662,-6.48637e-05,-3.51046e-05,-5.30803e-05,-0.000169446,-1.24695,0.0021866,76,36,-0.00187063,0.00188079,6.65318,-3.19199,6.65648,-3.19673
