0.00127 	0.19180124 	-0.0051291145 	0
0.00381 	0.19011606 	-0.015320526 	0
0.00635 	0.18619784 	-0.025198166 	0
0.00889 	0.17925749 	-0.034336522 	0
0.01143 	0.16886113 	-0.04218155 	0
0.01397 	0.15542428 	-0.048197843 	0
0.01651 	0.13989826 	-0.052144923 	0
0.01905 	0.12247727 	-0.0538582 	0
0.02159 	0.1014158 	-0.053531126 	0
0.02413 	0.057649036 	-0.037978665 	0
0.02921 	0.011796635 	-0.018428962 	0
0.03683 	0.003066042 	-0.010235041 	0
0.04445 	0.0005656648 	-0.0082946672 	0
0.05207 	8.3428794e-005 	-0.0064568144 	0
0.05969 	0.00015788845 	-0.0050055285 	0
0.06731 	0.00024442601 	-0.0036317474 	0
0.07493 	0.00023491934 	-0.0023699522 	0
0.08255 	0.00015143287 	-0.001250569 	0
0.09017 	1.5420895e-005 	-0.00047457879 	0
0.09779 	-1.2294566e-005 	5.8909238e-005 	0
