 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,-0.00253823,-0.242057,-0.0307271,-0.00032478,0.0238071,-0.00819554,0.0263272,-0.00284492,-1.27247,0.00727162,41,29,0.14361,5.2187,6.76103,1.71924,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,-0.00410288,-0.240984,-0.0293741,0.000115364,0.0228389,-0.00627528,0.0244567,-0.00150243,-1.31849,0.00682332,48,29,0.103292,5.1973,6.68764,1.77171,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-0.00494799,-0.239975,-0.0277436,0.000460456,0.0220722,-0.00434579,0.0229133,-0.000380681,-1.37961,0.00667042,55,29,0.0762402,5.17653,6.61728,1.82301,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,-0.00527034,-0.239444,-0.026351,0.000703876,0.0215112,-0.00240292,0.0217851,0.000429983,-1.4573,0.00660673,62,29,0.0612078,5.16232,6.5501,1.89477,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-0.0051974,-0.239515,-0.0257909,0.000839826,0.0211592,-0.000442424,0.0211689,0.000830198,-1.54904,0.00667083,69,29,0.0587896,5.1615,6.48786,1.98436,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-0.00528074,-0.240015,-0.0259275,0.000863476,0.0210186,0.00154018,0.0211356,0.000746462,1.49497,0.00709544,76,29,0.0569451,5.17211,6.40133,2.08409,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.00596902,-0.24045,-0.0264902,0.000771082,0.0210906,0.00354977,0.0216929,0.000168796,1.40273,0.00751753,83,29,0.0449744,5.18355,6.27881,2.19279,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.0045031,-0.253344,-0.0397305,-0.0103624,0.0415851,-0.0072304,0.0425727,-0.01135,-1.43505,0.00884231,41,36,0.336989,5.4719,6.82767,1.65564,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,0.000371296,-0.25024,-0.0370721,-0.0101165,0.040919,-0.0054957,0.0415041,-0.0107016,-1.46473,0.0076003,48,36,0.23684,5.40684,6.7113,1.66499,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,-0.00255942,-0.248118,-0.0348578,-0.00993925,0.0404058,-0.00375091,0.0406837,-0.0102172,-1.49684,0.0075353,55,36,0.163812,5.36426,6.61101,1.68948,6.85982,-3.46084
