 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,-0.00305584,-0.241353,-0.0166901,-0.000645717,0.0241716,-0.00789433,0.0264699,-0.00294404,-1.28749,0.00672617,41,29,0.0572358,5.18217,6.82873,1.68661,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,-0.00480297,-0.240198,-0.0160158,-0.000151881,0.0232348,-0.00602519,0.0246959,-0.00161289,-1.3329,0.00629033,48,29,0.0171758,5.16147,6.74817,1.7368,6.936,-3.23457
-0.329216,4.21912,-0.00980428,-0.00564957,-0.239207,-0.0148887,0.000235777,0.0224967,-0.00415014,0.0232452,-0.000512769,-1.39235,0.00611961,55,29,-0.0068992,5.14181,6.67524,1.78917,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,-0.0059878,-0.238671,-0.0137348,0.00051151,0.0219615,-0.00226472,0.022198,0.000275006,-1.46674,0.00601919,62,29,-0.0206726,5.12862,6.60669,1.86031,6.80666,-3.06968
0.355915,4.22232,-0.00960574,-0.00600688,-0.238794,-0.0129391,0.000670432,0.0216326,-0.000364362,0.0216389,0.0006641,-1.55342,0.00606728,69,29,-0.0259171,5.12855,6.54419,1.95066,6.74059,-2.98082
0.698255,4.22383,-0.00984672,-0.0062587,-0.239368,-0.0133547,0.000708652,0.0215125,0.00155577,0.0216282,0.000592953,1.49656,0.0065325,76,29,-0.0294488,5.13927,6.45288,2.0541,6.65727,-2.89029
1.0402,4.22511,-0.0112685,-0.00700812,-0.239932,-0.0137213,0.000623407,0.0216027,0.00350091,0.0221715,5.46137e-05,1.40973,0.00713728,83,29,-0.0434089,5.15184,6.33048,2.16658,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.00377589,-0.252775,-0.025059,-0.0106031,0.0418824,-0.00695771,0.042789,-0.0115098,-1.44121,0.00834705,41,36,0.242961,5.43861,6.89468,1.62426,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,-0.000487709,-0.249603,-0.023015,-0.0103065,0.0412491,-0.00526248,0.0417808,-0.0108382,-1.47011,0.00706914,48,36,0.143747,5.37265,6.7725,1.63333,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,-0.00340735,-0.247474,-0.0212499,-0.0100894,0.040766,-0.00356025,0.041014,-0.0103374,-1.50124,0.00692387,55,36,0.0736685,5.33024,6.6702,1.65862,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,-0.00495907,-0.246371,-0.0195025,-0.00995664,0.0404361,-0.00184649,0.0405037,-0.0100242,-1.53422,0.00667536,62,36,0.0317169,5.30292,6.5901,1.7162,6.80199,-3.3772
0.354932,3.89602,-0.00604988,-0.00574407,-0.24628,-0.0181325,-0.00991228,0.0402617,-0.00011659,0.040262,-0.00991255,-1.56847,0.00655759,69,36,0.00758452,5.29525,6.51819,1.80082,6.73895,-3.29079
0.697311,3.89739,-0.00619977,-0.00721522,-0.247649,-0.0187686,-0.00995963,0.0402445,0.00163425,0.0402976,-0.0100128,1.53829,0.00724585,76,36,-0.0197497,5.32295,6.40173,1.92415,6.65648,-3.19673
1.03984,3.89854,-0.00540446,-0.010121,-0.249764,-0.0204478,-0.0101012,0.0403851,0.00341116,0.0406146,-0.0103306,1.50364,0.00822992,83,36,-0.0708375,5.37326,6.25233,2.06418,6.57578,-3.09693
-1.01778,3.56343,-0.00670129,0.0152775,-0.270583,-0.0327478,-0.0199669,0.0588341,-0.00592691,0.0592774,-0.0204101,-1.49614,0.00985303,41,43,0.521137,5.83611,7.05619,1.69152,6.92989,-3.93282
-0.67495,3.56498,-0.00659257,0.00781599,-0.264731,-0.0304504,-0.0198507,0.0584696,-0.0044255,0.0587189,-0.0201,-1.51453,0.00807264,48,43,0.354753,5.70743,6.87079,1.65037,6.88416,-3.84558
-0.332005,3.56659,-0.00569489,0.00144807,-0.260822,-0.0283611,-0.0197883,0.0582091,-0.00291736,0.058318,-0.0198972,-1.53346,0.00821641,55,43,0.212154,5.62565,6.70706,1.63964,6.8386,-3.76381
0.0108772,3.56798,-0.00468418,-0.00315433,-0.258768,-0.0269531,-0.0197834,0.0580544,-0.00139777,0.0580795,-0.0198085,-1.55285,0.0080295,62,43,0.109419,5.57827,6.56799,1.68335,6.78568,-3.67376
0.353658,3.56936,-0.00369828,-0.00654702,-0.258451,-0.0265788,-0.0198397,0.058007,0.000138026,0.0580072,-0.0198399,1.56902,0.0078589,69,43,0.0370856,5.56818,6.43895,1.76546,6.72401,-3.58434
0.695971,3.57076,-0.00416309,-0.0114602,-0.261207,-0.0283803,-0.0199599,0.0580679,0.00169496,0.0581047,-0.0199967,1.54909,0.00842725,76,43,-0.0545299,5.62617,6.2427,1.91564,6.63806,-3.4929
1.03868,3.57217,-0.00273472,-0.0181503,-0.265305,-0.030145,-0.0201464,0.0582375,0.00327822,0.0583744,-0.0202833,1.52907,0.00908315,83,43,-0.182575,5.71965,6.02328,2.0798,6.56431,-3.40754
-1.01932,3.23705,-0.00518092,0.0298734,-0.294996,-0.0374354,-0.028464,0.0746134,-0.00482906,0.0748391,-0.0286898,-1.52408,0.00979446,41,50,0.847031,6.37261,7.30231,1.89937,6.90626,-4.22913
-0.676468,3.23864,-0.00505512,0.0191621,-0.286826,-0.0361872,-0.0285128,0.0744746,-0.00353441,0.0745958,-0.0286339,-1.53653,0.00847692,48,50,0.619551,6.191,7.04483,1.81132,6.86068,-4.14585
-0.333636,3.24021,-0.00465196,0.00934235,-0.281652,-0.0358278,-0.0285905,0.0743973,-0.00223392,0.0744457,-0.0286389,-1.54912,0.00911089,55,50,0.41543,6.08158,6.79559,1.77936,6.80963,-4.06295
0.00920848,3.24153,-0.00385367,0.000237182,-0.27914,-0.0361567,-0.0287004,0.0743823,-0.000922738,0.0743906,-0.0287086,-1.56185,0.00941231,62,50,0.229776,6.02839,6.55299,1.81341,6.7543,-3.97179
0.352164,3.24288,-0.00225852,-0.00861609,-0.279281,-0.0372085,-0.0288454,0.0744306,0.000404052,0.0744322,-0.028847,1.56688,0.00964529,69,50,0.0532308,6.02823,6.3118,1.90398,6.69921,-3.88456
0.694616,3.24448,-0.00223742,-0.0187862,-0.28281,-0.0385886,-0.0290281,0.0745425,0.00175149,0.0745721,-0.0290577,1.55389,0.0094204,76,50,-0.148237,6.10276,6.01694,2.05475,6.61859,-3.80491
1.03703,3.24621,-0.00199656,-0.0293494,-0.288224,-0.0387031,-0.0292508,0.0747181,0.00312485,0.0748119,-0.0293446,1.54078,0.00913027,83,50,-0.36432,6.21908,5.71576,2.23256,6.53198,-3.732
-1.02065,2.91062,-0.00293941,0.044252,-0.325351,-0.0408215,-0.0359461,0.0889907,-0.00373354,0.0891022,-0.0360576,-1.54095,0.00979917,41,57,1.16204,7.03087,7.55892,2.22895,6.89052,-4.52705
-0.677847,2.91233,-0.00305171,0.0303524,-0.316604,-0.0416254,-0.036146,0.0890295,-0.00264861,0.0890856,-0.036202,-1.54965,0.00878107,48,57,0.880392,6.83951,7.22238,2.12415,6.84232,-4.44998
-0.335197,2.91389,-0.00340866,0.0168602,-0.310888,-0.0426764,-0.0363511,0.0890915,-0.00155882,0.0891108,-0.0363705,-1.55837,0.00943027,55,57,0.608639,6.71832,6.88212,2.08303,6.78289,-4.36723
0.00759839,2.91526,-0.00285868,0.00274258,-0.307582,-0.0445587,-0.0365643,0.0891769,-0.000459249,0.0891785,-0.036566,-1.56714,0.00988831,62,57,0.328568,6.64513,6.52621,2.10224,6.72481,-4.27942
0.350744,2.9167,-0.000589742,-0.011695,-0.308156,-0.0455205,-0.036788,0.089286,0.000655064,0.0892894,-0.0367914,1.5656,0.00961782,69,57,0.0372775,6.65268,6.17976,2.19302,6.67706,-4.19972
0.693335,2.91857,-8.23735e-05,-0.026209,-0.312363,-0.0463227,-0.0370247,0.0894189,0.0017892,0.0894442,-0.03705,1.55665,0.00897793,76,57,-0.256159,6.74201,5.80572,2.33938,6.60179,-4.13462
1.03568,2.91994,-0.000179301,-0.0405175,-0.318844,-0.0453136,-0.0372767,0.0895755,0.00294843,0.089644,-0.0373452,1.54757,0.0088847,83,57,-0.554837,6.87884,5.4314,2.55032,6.51129,-4.04817
-1.02205,2.58432,-0.00104465,0.0552063,-0.360794,-0.0435687,-0.0423893,0.101842,-0.00270243,0.101893,-0.04244,-1.55207,0.00952816,41,64,1.40409,7.78943,7.74554,2.6616,6.87106,-4.83126
-0.679084,2.58603,-0.000573614,0.0389536,-0.353279,-0.0459453,-0.0427226,0.102006,-0.00182147,0.102029,-0.0427455,-1.55821,0.00852105,48,64,1.08303,7.63034,7.35868,2.57553,6.82917,-4.7578
