 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-1.01446,4.21546,-0.00905034,0.00631385,-0.108842,-0.0365724,0.000553776,0.0157485,-0.00526172,0.0173926,-0.00109038,-1.26793,0.00783844,41,29,0.339793,2.39878,6.90899,-1.03661,6.98444,-3.31687
-0.671736,4.21725,-0.00920977,0.00536431,-0.108992,-0.0354106,0.000556867,0.0156491,-0.00418793,0.0167334,-0.000527345,-1.31747,0.00736023,48,29,0.313282,2.40457,6.84691,-0.958265,6.936,-3.23457
-0.329216,4.21912,-0.00980428,0.00506948,-0.108793,-0.0339293,0.000487185,0.0156659,-0.00309301,0.0162719,-0.000118888,-1.3773,0.00718948,55,29,0.298328,2.39436,6.78654,-0.882021,6.87435,-3.15511
0.0132747,4.2208,-0.0101696,0.00503037,-0.108771,-0.0330822,0.000342406,0.0158013,-0.00197452,0.0160495,9.41921e-05,-1.44574,0.0070288,62,29,0.292046,2.38765,6.72176,-0.793952,6.80666,-3.06968
0.355915,4.22232,-0.00960574,0.00521041,-0.108922,-0.0333471,0.000120745,0.0160577,-0.000830033,0.0161008,7.76323e-05,-1.5189,0.00708182,69,29,0.296219,2.3881,6.65682,-0.699085,6.74059,-2.98082
0.698255,4.22383,-0.00984672,0.00524875,-0.109143,-0.0340281,-0.000178896,0.0164366,0.000342949,0.0164436,-0.000185971,1.55017,0.0074652,76,29,0.299652,2.38814,6.56933,-0.598073,6.65727,-2.89029
1.0402,4.22511,-0.0112685,0.00479752,-0.108926,-0.0340773,-0.000556799,0.0169389,0.00154707,0.0170747,-0.000692546,1.48328,0.00768448,83,29,0.289731,2.38217,6.45427,-0.499802,6.55255,-2.78807
-1.01609,3.8895,-0.0077378,0.00997541,-0.115879,-0.0439233,-0.00413679,0.0236469,-0.00457017,0.0243793,-0.00486923,-1.41188,0.00872006,41,36,0.454645,2.5409,6.9159,-1.17301,6.9587,-3.62647
-0.6733,3.89115,-0.00770129,0.00778929,-0.114767,-0.041887,-0.00430646,0.0237536,-0.00359822,0.0242077,-0.00476052,-1.44527,0.00746414,48,36,0.39799,2.52685,6.8357,-1.12759,6.91228,-3.54094
-0.33054,3.89289,-0.00744503,0.00655161,-0.113958,-0.0397819,-0.00452896,0.0239475,-0.00260686,0.0241842,-0.00476563,-1.48025,0.00736219,55,36,0.360351,2.5117,6.76899,-1.07355,6.85982,-3.46084
0.0122033,3.89451,-0.00689878,0.00609021,-0.113796,-0.0385843,-0.00480533,0.0242305,-0.00159366,0.0243177,-0.00489254,-1.51613,0.00713452,62,36,0.34343,2.50177,6.70737,-0.991039,6.80199,-3.3772
0.354932,3.89602,-0.00604988,0.0059949,-0.11398,-0.0383276,-0.00513623,0.0246041,-0.000556267,0.0246145,-0.00514663,-1.5521,0.00700722,69,36,0.339049,2.49927,6.64262,-0.895893,6.73895,-3.29079
0.697311,3.89739,-0.00619977,0.00538411,-0.114696,-0.0388823,-0.00552177,0.0250692,0.000507747,0.0250776,-0.00553019,1.5542,0.00743464,76,36,0.328498,2.51064,6.5435,-0.782648,6.65648,-3.19673
1.03984,3.89854,-0.00540446,0.00368001,-0.115433,-0.0392758,-0.00596148,0.0256265,0.00160091,0.0257074,-0.00604241,1.52029,0.00783219,83,36,0.294814,2.52943,6.42521,-0.671147,6.57578,-3.09693
-1.01778,3.56343,-0.00670129,0.0157009,-0.125953,-0.04987,-0.00850099,0.0310626,-0.00387131,0.0314378,-0.00887624,-1.47417,0.00900166,41,43,0.604546,2.75668,6.96974,-1.25605,6.92989,-3.93282
-0.67495,3.56498,-0.00659257,0.0121117,-0.123478,-0.0478594,-0.00881987,0.0313434,-0.00301517,0.0315685,-0.00904496,-1.49628,0.00738637,48,43,0.519066,2.71104,6.86134,-1.23512,6.88416,-3.84558
-0.332005,3.56659,-0.00569489,0.00925757,-0.121801,-0.045868,-0.00917255,0.0316841,-0.00214253,0.0317962,-0.0092846,-1.51855,0.00749869,55,43,0.448846,2.68132,6.76807,-1.20162,6.8386,-3.76381
0.0108772,3.56798,-0.00468418,0.00742925,-0.12126,-0.0445239,-0.00955896,0.0320858,-0.00125094,0.0321234,-0.00959651,-1.54079,0.00750864,62,43,0.403083,2.66617,6.68443,-1.12441,6.78568,-3.67376
0.353658,3.56936,-0.00369828,0.00604602,-0.121537,-0.0443544,-0.00997877,0.0325495,-0.000337951,0.0325522,-0.00998146,-1.56285,0.00756235,69,43,0.372729,2.66674,6.59442,-1.02579,6.72401,-3.58434
0.695971,3.57076,-0.00416309,0.0035893,-0.123189,-0.0454119,-0.0104313,0.0330757,0.00059889,0.033084,-0.0104396,1.55703,0.00794578,76,43,0.327091,2.70136,6.45162,-0.898639,6.63806,-3.4929
1.03868,3.57217,-0.00273472,-0.000165269,-0.125118,-0.0463994,-0.0109156,0.0336648,0.00156214,0.0337195,-0.0109702,1.53581,0.00811039,83,43,0.254571,2.74699,6.29543,-0.777696,6.56431,-3.40754
-1.01932,3.23705,-0.00518092,0.0226441,-0.138633,-0.0548144,-0.0124011,0.0378273,-0.00317253,0.0380269,-0.0126007,-1.50797,0.00822283,41,50,0.774392,3.04332,7.05947,-1.2935,6.90626,-4.22913
-0.676468,3.23864,-0.00505512,0.0176793,-0.135095,-0.0539405,-0.012846,0.0382482,-0.00243891,0.0383643,-0.0129622,-1.52321,0.00685464,48,50,0.666601,2.96782,6.91649,-1.28876,6.86068,-4.14585
-0.333636,3.24021,-0.00465196,0.0132977,-0.13291,-0.0526854,-0.0133061,0.0387036,-0.0016924,0.0387586,-0.0133611,-1.5383,0.0072732,55,50,0.568915,2.92643,6.78239,-1.26244,6.80963,-4.06295
0.00920848,3.24153,-0.00385367,0.00914918,-0.132178,-0.0519353,-0.0137804,0.0391941,-0.000930471,0.0392104,-0.0137967,-1.55324,0.00792622,62,50,0.478787,2.91115,6.64594,-1.19143,6.7543,-3.97179
0.352164,3.24288,-0.00225852,0.00487886,-0.132857,-0.0522566,-0.0142679,0.0397203,-0.000150609,0.0397207,-0.0142683,-1.56801,0.00835118,69,50,0.391907,2.9206,6.50118,-1.08696,6.69921,-3.88456
0.694616,3.24448,-0.00223742,-0.000392041,-0.135288,-0.0534848,-0.0147674,0.0402825,0.000649733,0.0402902,-0.014775,1.559,0.00830394,76,50,0.289506,2.96996,6.30572,-0.954521,6.61859,-3.80491
1.03703,3.24621,-0.00199656,-0.00601658,-0.138327,-0.0542626,-0.0152775,0.0408809,0.00147319,0.0409195,-0.0153161,1.54459,0.00802492,83,50,0.177539,3.03769,6.10001,-0.823063,6.53198,-3.732
-1.02065,2.91062,-0.00293941,0.0293605,-0.153828,-0.0602013,-0.0157773,0.043863,-0.0025129,0.0439687,-0.015883,-1.52876,0.00782428,41,57,0.942194,3.3806,7.14985,-1.27718,6.89052,-4.52705
-0.677847,2.91233,-0.00305171,0.0230555,-0.15006,-0.0605095,-0.0163233,0.0443852,-0.00189975,0.0444445,-0.0163827,-1.53954,0.00668538,48,57,0.813214,3.29834,6.97015,-1.27903,6.84232,-4.44998
-0.335197,2.91389,-0.00340866,0.0169311,-0.14774,-0.0598121,-0.0168663,0.0449191,-0.00127762,0.0449455,-0.0168927,-1.55013,0.00717546,55,57,0.68275,3.25349,6.78898,-1.25435,6.78289,-4.36723
0.00759839,2.91526,-0.00285868,0.0101088,-0.146692,-0.0599432,-0.0174048,0.0454652,-0.000643909,0.0454718,-0.0174114,-1.56056,0.00813503,62,57,0.542495,3.23228,6.59051,-1.1929,6.72481,-4.27942
0.350744,2.9167,-0.000589742,0.00267871,-0.147697,-0.0604772,-0.0179374,0.0460236,3.98143e-06,0.0460236,-0.0179374,1.57073,0.00857911,69,57,0.392034,3.24955,6.38786,-1.09096,6.67706,-4.19972
0.693335,2.91857,-8.23735e-05,-0.00495077,-0.150668,-0.0614779,-0.0184626,0.0465944,0.000668691,0.0466013,-0.0184695,1.56052,0.00820311,76,57,0.240074,3.30998,6.15129,-0.96319,6.60179,-4.13462
1.03568,2.91994,-0.000179301,-0.0124568,-0.1547,-0.0616812,-0.0189789,0.0471777,0.00135293,0.0472054,-0.0190065,1.55036,0.00771913,83,57,0.0864805,3.39565,5.90683,-0.796888,6.51129,-4.04817
-1.02205,2.58432,-0.00104465,0.0340406,-0.170681,-0.0654314,-0.0186427,0.0491457,-0.00191497,0.0491997,-0.0186968,-1.54258,0.00777205,41,64,1.06764,3.74594,7.19582,-1.22765,6.87106,-4.83126
-0.679084,2.58603,-0.000573614,0.0267887,-0.167629,-0.0667728,-0.0192608,0.049726,-0.00141637,0.0497551,-0.0192898,-1.55028,0.00657437,48,64,0.924879,3.6825,6.99733,-1.21971,6.82917,-4.7578
-0.336533,2.58767,-0.00136194,0.0188979,-0.165661,-0.0666614,-0.0198593,0.0502991,-0.000912642,0.0503109,-0.0198711,-1.55779,0.0069015,55,64,0.761364,3.64482,6.77211,-1.19079,6.76498,-4.67916
0.00617995,2.58918,-0.00118661,0.00984618,-0.1651,-0.0673554,-0.0204366,0.0508649,-0.000401122,0.0508671,-0.0204388,-1.56517,0.00771549,62,64,0.578455,3.63417,6.52109,-1.12639,6.70282,-4.5987
0.349381,2.59077,0.00124243,0.000148661,-0.166591,-0.0678048,-0.0209911,0.0514235,0.000120873,0.0514237,-0.0209913,1.56913,0.00805389,69,64,0.381105,3.66276,6.27473,-1.02544,6.65681,-4.5278
0.692031,2.59273,0.00192021,-0.00960602,-0.169518,-0.06833,-0.0215213,0.0519748,0.000656074,0.0519806,-0.0215272,1.56187,0.00770235,76,64,0.18305,3.72506,5.99976,-0.910145,6.58338,-4.46919
1.03424,2.59421,0.00123847,-0.0187192,-0.173392,-0.0673498,-0.0220257,0.0525187,0.00120728,0.0525383,-0.0220452,1.55461,0.0073725,83,64,-0.00984049,3.80449,5.72314,-0.752765,6.48649,-4.38749
-1.0235,2.25778,0.000616466,0.0363124,-0.188054,-0.0703348,-0.0210355,0.053675,-0.00138297,0.0537006,-0.021061,-1.55229,0.00794622,41,71,1.1423,4.13136,7.19234,-1.16996,6.84894,-5.12643
-0.680249,2.25939,0.00209669,0.0282456,-0.186691,-0.0717111,-0.0216948,0.0542731,-0.000991345,0.054286,-0.0217078,-1.55775,0.00667772,48,71,0.983162,4.10237,6.98786,-1.12606,6.81798,-5.0531
-0.337615,2.26118,0.00157533,0.0190712,-0.186142,-0.0721297,-0.022321,0.054849,-0.000597797,0.0548536,-0.0223256,-1.56305,0.00685875,55,71,0.796252,4.09082,6.73631,-1.07234,6.75671,-4.98382
0.00497334,2.26294,0.00122889,0.00862863,-0.186893,-0.072632,-0.0229123,0.0554027,-0.000199651,0.0554032,-0.0229128,-1.56825,0.00739987,62,71,0.583885,4.10478,6.45235,-0.990004,6.68888,-4.91471
0.347942,2.26474,0.00270712,-0.00242087,-0.188792,-0.072603,-0.0234675,0.0559341,0.000205799,0.0559346,-0.023468,1.5682,0.00761164,69,71,0.356296,4.1422,6.17094,-0.890929,6.63251,-4.85208
0.690452,2.26675,0.0027844,-0.0132595,-0.191315,-0.0726316,-0.0239851,0.056443,0.000621309,0.0564478,-0.0239899,1.56307,0.00718773,76,71,0.133299,4.1961,5.8703,-0.78885,6.5525,-4.79633
1.03264,2.26881,0.00198173,-0.0233028,-0.194233,-0.0710176,-0.024464,0.0569292,0.0010497,0.0569428,-0.0244776,1.5579,0.0069447,83,71,-0.082173,4.25401,5.57738,-0.678584,6.45448,-4.74113
-1.02517,1.93088,0.00135823,0.0362697,-0.20715,-0.0733949,-0.0230136,0.0574885,-0.000939176,0.0574995,-0.0230246,-1.55913,0.00819233,41,78,1.16005,4.55992,7.14215,-1.07357,6.81662,-5.40578
