0.00127 	0.18446089 	-0.0047130642 	0
0.00381 	0.1822649 	-0.014129224 	0
0.00635 	0.17783537 	-0.023439736 	0
0.00889 	0.17109762 	-0.032432084 	0
0.01143 	0.16208928 	-0.040730721 	0
0.01397 	0.1510302 	-0.048194971 	0
0.01651 	0.13850031 	-0.05484963 	0
0.01905 	0.12466269 	-0.059491121 	0
0.02159 	0.10930585 	-0.062487142 	0
0.02413 	0.087779699 	-0.061731304 	0
0.02921 	0.033979049 	-0.04551109 	0
0.03683 	0.010232394 	-0.021259249 	0
0.04445 	0.0025386899 	-0.015097189 	0
0.05207 	0.00045291614 	-0.0098567661 	0
0.05969 	-8.4885694e-005 	-0.0065293881 	0
0.06731 	-0.0002130138 	-0.0039339372 	0
0.07493 	-0.00023950239 	-0.0020080269 	0
0.08255 	-0.00021814736 	-0.00068339716 	0
0.09017 	-0.00021760568 	-3.4871546e-005 	0
0.09779 	-0.00017716786 	0.00014824712 	0
