0.00127 	0.10135984 	-0.0025831269 	0
0.00381 	0.10055276 	-0.007685798 	0
0.00635 	0.098944572 	-0.012643831 	0
0.00889 	0.096564234 	-0.017365136 	0
0.01143 	0.093437815 	-0.021755411 	0
0.01397 	0.089605876 	-0.025721832 	0
0.01651 	0.085119607 	-0.029167832 	0
0.01905 	0.080055601 	-0.032006995 	0
0.02159 	0.074532704 	-0.034167221 	0
0.02413 	0.067700498 	-0.035674967 	0
0.02921 	0.057052805 	-0.035852696 	0
0.03683 	0.044587536 	-0.032501697 	0
0.04445 	0.034115214 	-0.027284182 	0
0.05207 	0.026284185 	-0.021562208 	0
0.05969 	0.020295201 	-0.016056387 	0
0.06731 	0.015481555 	-0.011165054 	0
0.07493 	0.01138403 	-0.0070495765 	0
0.08255 	0.0077127295 	-0.0038210232 	0
0.09017 	0.0043300067 	-0.0015561024 	0
0.09779 	0.0013129894 	-0.00021522669 	0
