0.00127 	0.077196336 	-0.0019108564 	0
0.00381 	0.076815191 	-0.0057117142 	0
0.00635 	0.076038796 	-0.0094814874 	0
0.00889 	0.074848972 	-0.013199259 	0
0.01143 	0.073225749 	-0.016831397 	0
0.01397 	0.071143763 	-0.02032449 	0
0.01651 	0.068583022 	-0.023591792 	0
0.01905 	0.065539388 	-0.026506067 	0
0.02159 	0.062052953 	-0.028920761 	0
0.02413 	0.057547743 	-0.030835179 	0
0.02921 	0.050580598 	-0.031917477 	0
0.03683 	0.04262919 	-0.030641524 	0
0.04445 	0.035723472 	-0.02786367 	0
0.05207 	0.030315759 	-0.024415178 	0
0.05969 	0.02629421 	-0.020587203 	0
0.06731 	0.023381527 	-0.016649439 	0
0.07493 	0.021517027 	-0.012714581 	0
0.08255 	0.020679672 	-0.008733438 	0
0.09017 	0.019003862 	-0.0046876889 	0
0.09779 	0.0098250345 	-0.0012019053 	0
