Meta data,,,
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0),-0.27129112,0.000006,100000
Channel 1 (PXI1Slot5/1),-0.27129112,0.000006,100000
,,,
Data,,,
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1),,
-3.92496781,7.283950976,0.00249,
-3.916810651,7.293489521,0.002496,
-3.92088923,7.285313625,0.002502,
-3.927686863,7.27577508,0.002508,
-3.926327336,7.282588327,0.002514,
-3.926327336,7.273049782,0.00252,
-3.92088923,7.286676275,0.002526,
-3.926327336,7.27577508,0.002532,
-3.934484496,7.283950976,0.002538,
-3.92088923,7.27577508,0.002544,
-3.931765443,7.263511237,0.00255,
-3.926327336,7.290764222,0.002556,
-3.938563075,7.283950976,0.002562,
-3.903215385,7.31256661,0.002568,
-3.927686863,7.264873886,0.002574,
-3.933124969,7.281225677,0.00258,
-3.901855859,7.31392926,0.002586,
-3.907293965,7.308478663,0.002592,
-3.926327336,7.266236536,0.002598,
-3.915451124,7.31392926,0.002604,
-3.904574912,7.327555752,0.00261,
-3.865148642,7.328918402,0.002616,
-3.941282128,7.259423289,0.002622,
-3.901855859,7.324830454,0.002628,
-3.878743908,7.323467804,0.002634,
-3.931765443,7.259423289,0.00264,
-3.933124969,7.270324483,0.002646,
-3.918170177,7.279863028,0.002652,
-3.918170177,7.305753364,0.002658,
-3.907293965,7.290764222,0.002664,
-3.945360708,7.288038924,0.00267,
-3.905934438,7.304390715,0.002676,
-3.888260594,7.339819596,0.002682,
-3.92496781,7.292126872,0.002688,
-3.884182014,7.338456946,0.002694,
-3.903215385,7.31392926,0.0027,
-3.92088923,7.288038924,0.002706,
-3.905934438,7.301665416,0.002712,
-3.916810651,7.307116013,0.002718,
-3.919529704,7.297577469,0.002724,
-3.923608283,7.292126872,0.00273,
-3.916810651,7.297577469,0.002736,
-3.914091598,7.297577469,0.002742,
-3.915451124,7.297577469,0.002748,
-3.911372545,7.289401573,0.002754,
-3.911372545,7.296214819,0.00276,
-3.918170177,7.296214819,0.002766,
-3.912732071,7.290764222,0.002772,
-3.922248757,7.286676275,0.002778,
-3.915451124,7.286676275,0.002784,
-3.919529704,7.286676275,0.00279,
-3.926327336,7.282588327,0.002796,
-3.92496781,7.281225677,0.002802,
-3.931765443,7.282588327,0.002808,
-3.92496781,7.288038924,0.002814,
-3.92088923,7.282588327,0.00282,
-3.922248757,7.281225677,0.002826,
-3.92088923,7.288038924,0.002832,
-3.92904639,7.283950976,0.002838,
-3.92496781,7.281225677,0.002844,
-3.930405916,7.282588327,0.00285,
-3.922248757,7.281225677,0.002856,
-3.927686863,7.27713773,0.002862,
-3.922248757,7.286676275,0.002868,
-3.915451124,7.279863028,0.002874,
-3.926327336,7.289401573,0.00288,
-3.931765443,7.274412431,0.002886,
-3.92496781,7.281225677,0.002892,
-3.931765443,7.281225677,0.002898,
-3.92088923,7.278500379,0.002904,
-3.92904639,7.278500379,0.00291,
-3.92496781,7.282588327,0.002916,
-3.934484496,7.267599185,0.002922,
-3.92904639,7.283950976,0.002928,
-3.937203549,7.282588327,0.002934,
-3.92904639,7.281225677,0.00294,
-3.926327336,7.271687133,0.002946,
-3.92496781,7.27713773,0.002952,
