0.00127 	0.15563597 	-0.0042917603 	0
0.00381 	0.15681705 	-0.013289049 	0
0.00635 	0.15904889 	-0.022846844 	0
0.00889 	0.1615096 	-0.033276407 	0
0.01143 	0.16232445 	-0.044810117 	0
0.01397 	0.15921247 	-0.057043263 	0
0.01651 	0.15079586 	-0.068587356 	0
0.01905 	0.13801434 	-0.077643672 	0
0.02159 	0.12124045 	-0.082649649 	0
0.02413 	0.096458614 	-0.082361442 	0
0.02921 	0.034691011 	-0.067383263 	0
0.03683 	0.0077328848 	-0.04158118 	0
0.04445 	0.0031027267 	-0.035142148 	0
0.05207 	0.0029001719 	-0.027624471 	0
0.05969 	0.0026488512 	-0.021336898 	0
0.06731 	0.0022178541 	-0.016105445 	0
0.07493 	0.0018891845 	-0.011604696 	0
0.08255 	0.0017143644 	-0.0074655478 	0
0.09017 	0.0014526921 	-0.0036004959 	0
0.09779 	0.00083962631 	-0.00039922312 	0
