Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), -0.451329410304847, 0.00001201, 100000
Channel 1 (PXI1Slot5/1), -0.451329410304847, 0.00001201, 100000

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
0.212267642375082, 0.629125015810132
0.211589224170893, 0.622923386574257
0.205483460333198, 0.623612456489354
0.211589224170893, 0.625679666234646
0.21294606057927, 0.624301526404452
0.210910805966705, 0.625679666234646
0.207518714945763, 0.623612456489354
0.210232387762517, 0.624990596319549
0.20887555135414, 0.623612456489354
0.213624478783458, 0.623612456489354
0.212267642375082, 0.62223431665916
0.20887555135414, 0.627746875979938
0.214981315191835, 0.622923386574257
0.219051824416965, 0.624301526404452
0.210232387762517, 0.624990596319549
0.210910805966705, 0.627746875979938
0.210910805966705, 0.62705780606484
0.210910805966705, 0.629814085725229
0.212267642375082, 0.624990596319549
0.210910805966705, 0.624301526404452
0.209553969558328, 0.622923386574257
0.212267642375082, 0.624301526404452
0.209553969558328, 0.625679666234646
0.209553969558328, 0.625679666234646
0.211589224170893, 0.624990596319549
0.212267642375082, 0.624990596319549
0.213624478783458, 0.624990596319549
0.20480504212901, 0.624990596319549
0.212267642375082, 0.629125015810132
0.205483460333198, 0.622923386574257
0.213624478783458, 0.624301526404452
0.206840296741575, 0.625679666234646
0.210910805966705, 0.623612456489354
0.212267642375082, 0.622923386574257
0.210232387762517, 0.627746875979938
0.210910805966705, 0.625679666234646
0.20887555135414, 0.624301526404452
0.21294606057927, 0.625679666234646
0.20887555135414, 0.624301526404452
0.210232387762517, 0.62705780606484
0.210232387762517, 0.621545246744063
0.210910805966705, 0.624990596319549
0.209553969558328, 0.619478036998771
0.20887555135414, 0.624990596319549
0.20887555135414, 0.624990596319549
0.219730242621154, 0.624301526404452
0.205483460333198, 0.624301526404452
0.21294606057927, 0.623612456489354
0.21294606057927, 0.623612456489354
0.20887555135414, 0.624301526404452
0.21294606057927, 0.621545246744063
0.212267642375082, 0.624990596319549
0.214981315191835, 0.623612456489354
0.210910805966705, 0.622923386574257
0.210910805966705, 0.628435945895035
0.20887555135414, 0.626368736149743
0.210232387762517, 0.626368736149743
0.20887555135414, 0.62223431665916
0.210232387762517, 0.624990596319549
0.208197133149952, 0.625679666234646
0.213624478783458, 0.624301526404452
0.20887555135414, 0.626368736149743
0.214302896987647, 0.62223431665916
0.209553969558328, 0.624301526404452
0.210910805966705, 0.625679666234646
0.210910805966705, 0.62223431665916
0.21294606057927, 0.625679666234646
0.209553969558328, 0.62705780606484
0.210232387762517, 0.624301526404452
0.211589224170893, 0.624301526404452
0.211589224170893, 0.620856176828966
0.212267642375082, 0.624990596319549
0.210910805966705, 0.62705780606484
0.210910805966705, 0.623612456489354
0.21294606057927, 0.62705780606484
0.210232387762517, 0.629125015810132
0.214981315191835, 0.623612456489354
0.210232387762517, 0.628435945895035
0.211589224170893, 0.625679666234646
0.211589224170893, 0.627746875979938
0.20887555135414, 0.620856176828966
0.206840296741575, 0.62705780606484
0.210910805966705, 0.62223431665916
0.208197133149952, 0.62705780606484
0.206840296741575, 0.624301526404452
0.210910805966705, 0.623612456489354
0.213624478783458, 0.625679666234646
0.211589224170893, 0.622923386574257
