Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), 0.0531879869658435, 0.00000038, 6844
Channel 1 (PXI1Slot5/1), 0.0531879869658435, 0.00000038, 6844

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
-0.307400702033192, 0.308018435374834
-0.298581265378743, 0.300438666308764
-0.286369737703353, 0.292858897242695
-0.27958555566147, 0.28183377860114
-0.276193464640528, 0.274254009535071
-0.264660355169326, 0.263917960808612
-0.251770409289747, 0.255649121827446
-0.243629390839487, 0.245313073100988
-0.234809954185039, 0.235666094289627
-0.227347353938967, 0.225330045563169
-0.215135826263577, 0.217061206582002
-0.20563797140494, 0.21017050743103
-0.199532207567245, 0.202590738364961
-0.187999098096043, 0.191565619723406
-0.181893334258348, 0.183985850657336
-0.171717061195523, 0.177784221421462
-0.160862369928509, 0.161246543459129
-0.150007678661495, 0.153666774393059
-0.139152987394482, 0.145397935411893
-0.134404059965163, 0.136440026515629
-0.124906205106527, 0.132305607025046
-0.117443604860455, 0.122658628213685
-0.1031968225725, 0.106810020166449
-0.0977694769389927, 0.100608390930574
-0.0875932038761675, 0.0916504820343107
-0.0794521854259074, 0.0833816430531442
-0.0719895851798356, 0.0709783845813945
-0.0638485667295754, 0.062709545600228
-0.0516370390541852, 0.0558188464492559
-0.0428176023997366, 0.0489281472982839
-0.0339981657452881, 0.0372139587416314
-0.025857147295028, 0.0275669799302705
-0.0136456196196377, 0.0186090710340068
-0.00279092835262418, 0.0117183718830347
0.00670692650601268, 0.0013823231565766
0.00942059932276607, -0.00757558573968709
0.0202752905897796, -0.0199788442114368
0.0352004910819232, -0.0289367531077005
0.0379141638986766, -0.0337602425133809
0.0467336005531251, -0.0475416408153251
0.058266710024327, -0.0585667594568804
0.0697998194955289, -0.0613230391172692
0.0759055833332241, -0.0689028081833385
0.0833681835792959, -0.0799279268248938
0.0942228748463094, -0.0916421153815463
0.101685475092381, -0.097154674702324
0.113218584563583, -0.107490723428782
0.11864593019709, -0.115070492494851
0.12678694864735, -0.127473750966601
0.136963221710175, -0.136431659862865
0.149174749385566, -0.145389568759128
0.156637349631637, -0.150902128079906
0.163421531673521, -0.163305386551656
0.174276222940534, -0.173641435278114
0.18445249600336, -0.179153994598892
0.194628769066185, -0.190179113240447
0.202091369312257, -0.199826092051808
0.212267642375082, -0.206027721287683
0.22108707902953, -0.215674700099044
0.228549679275602, -0.228077958570793
0.237369115930051, -0.238414007297251
0.249580643605441, -0.242548426787835
0.255007989238948, -0.25357354542939
0.265862680505961, -0.261842384410556
0.273325280752033, -0.27080029330682
0.285536808427423, -0.283892621693667
0.292320990469307, -0.290783320844639
0.300462008919567, -0.297674019995611
0.312673536594957, -0.310077278467361
0.316065627615899, -0.316967977618333
0.330312409903854, -0.325236816599499
0.338453428354114, -0.334194725495763
0.347272865008563, -0.341085424646735
0.356092301663011, -0.352799613203388
0.363554901909083, -0.361757522099651
0.371695920359343, -0.366581011505332
0.377801684197038, -0.378295200061984
0.390691630076617, -0.387942178873345
0.398832648526877, -0.396211017854512
0.407652085181326, -0.403101717005484
