Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), 0.0531880000971566, 0.00000038, 6844
Channel 1 (PXI1Slot5/1), 0.0531880000971566, 0.00000038, 6844

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
-0.88269933918491, -0.558142447902355
-0.883377757389098, -0.575369195779786
-0.888805103022605, -0.592595943657216
-0.884056175593287, -0.607066411874257
-0.88269933918491, -0.616024320770521
-0.884734593797475, -0.637385488138534
-0.88269933918491, -0.654612236015964
-0.884056175593287, -0.667015494487714
-0.882020920980722, -0.680107822874561
-0.887448266614228, -0.698023640667088
-0.88676984841004, -0.714561318629421
-0.882020920980722, -0.731098996591754
-0.88676984841004, -0.741435045318212
-0.887448266614228, -0.757283653365448
-0.884056175593287, -0.77657761098817
-0.884056175593287, -0.784157380054239
-0.883377757389098, -0.80620761733735
-0.882020920980722, -0.820678085554391
-0.884734593797475, -0.833081344026141
-0.881342502776533, -0.848240882158279
-0.885413012001663, -0.861333210545126
-0.881342502776533, -0.875803678762168
-0.887448266614228, -0.896475776215084
-0.884734593797475, -0.911635314347222
-0.881342502776533, -0.921971363073681
-0.88269933918491, -0.935063691460527
-0.884734593797475, -0.952979509253055
-0.883377757389098, -0.966071837639902
-0.876593575347215, -0.977786026196554
-0.881342502776533, -0.992945564328693
-0.882020920980722, -1.00879417237593
-0.883377757389098, -1.02395371050807
-0.88676984841004, -1.03222254948923
-0.879307248163968, -1.04462580796098
-0.88269933918491, -1.06323069566861
-0.884056175593287, -1.07287767447997
-0.88269933918491, -1.0887262825272
-0.883377757389098, -1.09975140116876
-0.88269933918491, -1.11284372955561
-0.884056175593287, -1.13213768717833
-0.88269933918491, -1.13558303675381
-0.886091430205852, -1.15280978463124
-0.886091430205852, -1.16590211301809
-0.884734593797475, -1.17486002191436
-0.884734593797475, -1.1893304901314
-0.883377757389098, -1.20242281851824
-0.880664084572345, -1.21069165749941
-0.883377757389098, -1.22722933546174
-0.883377757389098, -1.23480910452781
-0.884734593797475, -1.24790143291466
-0.88676984841004, -1.25892655155621
-0.885413012001663, -1.27064074011287
-0.884734593797475, -1.28511120832991
-0.88676984841004, -1.29131283756578
-0.884734593797475, -1.30509423586773
-0.884056175593287, -1.31543028459419
-0.886091430205852, -1.32301005366025
-0.886091430205852, -1.3367914519622
-0.881342502776533, -1.34368215111317
-0.88676984841004, -1.35815261933021
-0.886091430205852, -1.36504331848118
-0.889483521226794, -1.37331215746235
-0.884734593797475, -1.38227006635861
-0.883377757389098, -1.38984983542468
-0.884734593797475, -1.40363123372663
-0.884734593797475, -1.40845472313231
-0.884056175593287, -1.42154705151916
-0.884734593797475, -1.42981589050032
-0.886091430205852, -1.43188310024561
-0.88676984841004, -1.44359728880227
-0.884056175593287, -1.45393333752872
-0.885413012001663, -1.46289124642499
-0.884734593797475, -1.47184915532125
-0.888126684818417, -1.47667264472693
-0.886091430205852, -1.48149613413261
-0.881342502776533, -1.49389939260436
-0.884734593797475, -1.50079009175533
-0.884734593797475, -1.5090589307365
-0.88676984841004, -1.51663869980257
-0.884734593797475, -1.52559660869883
-0.885413012001663, -1.52835288835922
-0.88676984841004, -1.54006707691588
-0.885413012001663, -1.54144521674607
-0.886091430205852, -1.55178126547253
-0.889483521226794, -1.55729382479331
-0.888126684818417, -1.56349545402918
-0.88269933918491, -1.57383150275564
-0.88269933918491, -1.57520964258583
-0.890161939430982, -1.58485662139719
-0.88676984841004, -1.59174732054817
-0.889483521226794, -1.60001615952933
-0.888126684818417, -1.60346150910482
-0.887448266614228, -1.6089740684256
-0.888805103022605, -1.61517569766147
-0.887448266614228, -1.62068825698225
-0.886091430205852, -1.62895709596341
-0.884056175593287, -1.6317133756238
-0.884734593797475, -1.63722593494458
-0.890161939430982, -1.64549477392575
-0.888126684818417, -1.64894012350123
-0.887448266614228, -1.65238547307672
-0.889483521226794, -1.65858710231259
-0.88676984841004, -1.66341059171828
-0.886091430205852, -1.67236850061454
-0.887448266614228, -1.67374664044473
-0.885413012001663, -1.67788105993532
-0.888805103022605, -1.682704549341
-0.888126684818417, -1.68752803874668
-0.887448266614228, -1.69372966798255
-0.88676984841004, -1.69579687772784
-0.886091430205852, -1.70199850696372
-0.886091430205852, -1.70820013619959
-0.887448266614228, -1.70888920611469
-0.884734593797475, -1.71302362560527
-0.884734593797475, -1.71784711501095
-0.885413012001663, -1.72129246458644
-0.888805103022605, -1.72404874424683
-0.886091430205852, -1.7302503734827
-0.882020920980722, -1.73300665314309
-0.885413012001663, -1.73783014254877
-0.88676984841004, -1.74472084169975
-0.890161939430982, -1.74403177178465
-0.890161939430982, -1.75298968068091
-0.893554030451924, -1.75436782051111
-0.889483521226794, -1.7564350302564
-0.888805103022605, -1.75988037983188
-0.88676984841004, -1.76332572940737
-0.89084035763517, -1.76332572940737
-0.887448266614228, -1.76539293915266
-0.887448266614228, -1.77159456838854
-0.889483521226794, -1.77228363830363
-0.89084035763517, -1.77641805779422
-0.888805103022605, -1.77848526753951
-0.890161939430982, -1.77917433745461
-0.890161939430982, -1.78193061711499
-0.885413012001663, -1.78813224635087
-0.888126684818417, -1.78882131626597
-0.884734593797475, -1.79157759592636
-0.888805103022605, -1.78951038618106
-0.886091430205852, -1.79364480567165
-0.892875612247735, -1.79846829507733
-0.89084035763517, -1.79295573575655
-0.888126684818417, -1.80260271456791
-0.888126684818417, -1.79984643490752
-0.886091430205852, -1.80260271456791
-0.89084035763517, -1.79915736499242
-0.888126684818417, -1.80122457473772
-0.888805103022605, -1.8046699243132
-0.89084035763517, -1.80398085439811
-0.890161939430982, -1.8053589942283
-0.888805103022605, -1.80949341371888
-0.890161939430982, -1.80673713405849
-0.888805103022605, -1.81087155354908
-0.888805103022605, -1.81293876329437
-0.892875612247735, -1.81018248363398
-0.890161939430982, -1.81156062346417
-0.888805103022605, -1.80880434380379
-0.889483521226794, -1.81638411286986
-0.89084035763517, -1.81500597303966
-0.893554030451924, -1.81362783320947
-0.888805103022605, -1.81500597303966
-0.891518775839359, -1.81707318278495
-0.891518775839359, -1.81500597303966
-0.88676984841004, -1.81569504295476
-0.888805103022605, -1.81431690312456
-0.890161939430982, -1.81569504295476
-0.88676984841004, -1.81431690312456
-0.892875612247735, -1.81707318278495
-0.888126684818417, -1.81707318278495
-0.889483521226794, -1.80949341371888
-0.891518775839359, -1.81224969337927
-0.89084035763517, -1.81431690312456
-0.887448266614228, -1.81293876329437
-0.888805103022605, -1.81156062346417
-0.89084035763517, -1.80880434380379
-0.888126684818417, -1.80949341371888
-0.894232448656112, -1.8060480641434
-0.89084035763517, -1.8053589942283
-0.891518775839359, -1.80811527388869
-0.896267703268677, -1.80742620397359
-0.89084035763517, -1.80673713405849
-0.889483521226794, -1.80398085439811
-0.887448266614228, -1.80398085439811
-0.890161939430982, -1.79709015524713
-0.889483521226794, -1.79915736499242
-0.893554030451924, -1.79640108533204
-0.892197194043547, -1.79709015524713
-0.89084035763517, -1.79502294550184
-0.889483521226794, -1.78744317643577
-0.893554030451924, -1.78951038618106
-0.892197194043547, -1.78882131626597
-0.892875612247735, -1.78882131626597
-0.891518775839359, -1.77572898787912
-0.8949108668603, -1.77917433745461
-0.894232448656112, -1.77641805779422
-0.8949108668603, -1.77435084804893
-0.893554030451924, -1.77090549847344
-0.89084035763517, -1.77090549847344
-0.894232448656112, -1.76677107898286
-0.888805103022605, -1.76470386923756
-0.892875612247735, -1.76332572940737
-0.896946121472865, -1.75988037983188
-0.892197194043547, -1.75436782051111
-0.892875612247735, -1.75230061076581
-0.893554030451924, -1.74816619127523
-0.896267703268677, -1.74609898152994
-0.892875612247735, -1.74196456203936
-0.896946121472865, -1.73920828237897
-0.894232448656112, -1.73300665314309
-0.892875612247735, -1.72749409382232
-0.893554030451924, -1.7316285133129
-0.892197194043547, -1.72404874424683
-0.898302957881242, -1.71577990526566
-0.892875612247735, -1.71233455569018
-0.892875612247735, -1.70888920611469
-0.89898137608543, -1.70888920611469
-0.89084035763517, -1.7054438565392
-0.8949108668603, -1.70268757687882
-0.894232448656112, -1.69441873789765
-0.894232448656112, -1.69304059806746
-0.892197194043547, -1.68683896883158
-0.897624539677054, -1.67857012985041
-0.8949108668603, -1.67581385019002
-0.8949108668603, -1.67650292010512
-0.892197194043547, -1.66616687137866
-0.896267703268677, -1.66203245188808
-0.8949108668603, -1.65514175273711
-0.897624539677054, -1.6572089624824
-0.89084035763517, -1.65169640316162
-0.892197194043547, -1.64342756418046
-0.8949108668603, -1.64067128452007
-0.894232448656112, -1.6324024455389
-0.893554030451924, -1.62757895613322
-0.896267703268677, -1.62068825698225
-0.892197194043547, -1.61448662774637
-0.893554030451924, -1.61241941800108
-0.892875612247735, -1.6069068586803
-0.895589285064489, -1.60208336927462
-0.897624539677054, -1.59243639046326
-0.892197194043547, -1.58968011080287
-0.891518775839359, -1.58141127182171
-0.897624539677054, -1.57452057267074
-0.897624539677054, -1.56969708326506
-0.894232448656112, -1.56280638411408
-0.892875612247735, -1.55384847521782
-0.896946121472865, -1.55040312564233
-0.896267703268677, -1.54695777606685
-0.895589285064489, -1.53386544768
-0.894232448656112, -1.53042009810451
-0.894232448656112, -1.52352939895354
-0.898302957881242, -1.51939497946296
-0.895589285064489, -1.51388242014218
-0.896267703268677, -1.5104370705667
-0.892875612247735, -1.49458846251946
-0.893554030451924, -1.48700869345339
