Data
Headers, Channel 0 (PXI1Slot5/0) Amplitude, Channel 0 (PXI1Slot5/0) Frequency
Channel, Channel 0, Channel 0
Measurement, Amplitude, Frequency
Value, 1.1283003419594, 976.651688242981
Mean, 1.1283003419594, 976.651688242981
Minimum, 1.1283003419594, 976.651688242981
Maximum, 1.1283003419594, 976.651688242981
Range, 0, 0
Standard deviation, 0, 0
Count, 1, 1
